#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=<h1 align="center">Jury</h1>  <p align="center"> <a href="https://pypi.org/project/jury"><img src="https://img.shields.io/pypi/pyversions/jury" alt="Python versions"></a> <a href="https://pepy.tech/project/jury"><img src="https://pepy.tech/badge/jury" alt="downloads"></a> <a href="https://pypi.org/project/jury"><img src="https://img.shields.io/pypi/v/jury?
1-1	0-1	<	*[523]|*[775]	SOFTWARE[523]|SOFTWARE[775]
22-4	8719-8725	python	*[775]	SOFTWARE[775]
22-5	8726-8730	from	*[775]	SOFTWARE[775]
22-6	8731-8743	jury.metrics	*[775]	SOFTWARE[775]
22-6	8731-8735	jury	*[775]	SOFTWARE[775]
22-7	8744-8750	import	*[775]	SOFTWARE[775]
22-8	8751-8755	Bleu	*[775]	SOFTWARE[775]
22-9	8757-8761	bleu	*[775]	SOFTWARE[775]
22-10	8762-8763	=	*[775]	SOFTWARE[775]
22-11	8764-8778	Bleu.construct	*[775]	SOFTWARE[775]
22-11	8764-8768	Bleu	*[775]	SOFTWARE[775]
22-12	8778-8779	(	*[775]	SOFTWARE[775]
22-13	8779-8780	)	*[775]	SOFTWARE[775]
22-14	8781-8786	score	*[775]	SOFTWARE[775]
22-15	8787-8788	=	*[775]	SOFTWARE[775]
22-16	8789-8801	bleu.compute	*[775]	SOFTWARE[775]
22-16	8789-8793	bleu	*[775]	SOFTWARE[775]
22-17	8801-8802	(	*[775]	SOFTWARE[775]
22-18	8802-8813	predictions	*[775]	SOFTWARE[775]
22-19	8813-8814	=	*[775]	SOFTWARE[775]
22-20	8814-8825	predictions	*[775]	SOFTWARE[775]
22-21	8825-8826	,	*[775]	SOFTWARE[775]
22-22	8827-8837	references	*[775]	SOFTWARE[775]
22-23	8837-8838	=	*[775]	SOFTWARE[775]
22-24	8838-8848	references	*[775]	SOFTWARE[775]
22-25	8848-8849	)	*[775]	SOFTWARE[775]
22-26	8850-8851	`	*[775]	SOFTWARE[775]
22-27	8851-8852	`	*[775]	SOFTWARE[775]
22-28	8852-8853	`	*[775]	SOFTWARE[775]
22-29	8855-8858	The	*[775]	SOFTWARE[775]
22-30	8859-8869	additional	*[775]	SOFTWARE[775]
22-31	8870-8880	parameters	*[775]	SOFTWARE[775]
22-32	8881-8884	can	*[775]	SOFTWARE[775]
22-33	8885-8891	either	*[775]	SOFTWARE[775]
22-34	8892-8894	be	*[775]	SOFTWARE[775]
22-35	8895-8904	specified	*[775]	SOFTWARE[775]
22-36	8905-8907	on	*[775]	SOFTWARE[775]
22-37	8908-8909	`	*[775]	SOFTWARE[775]
22-38	8909-8916	compute	*[775]	SOFTWARE[775]
22-39	8916-8917	(	*[775]	SOFTWARE[775]
22-40	8917-8918	)	*[775]	SOFTWARE[775]
22-41	8918-8919	`	*[775]	SOFTWARE[775]
22-42	8921-8922	`	*[775]	SOFTWARE[775]
22-43	8922-8923	`	*[775]	SOFTWARE[775]
22-44	8923-8924	`	*[775]	SOFTWARE[775]
22-45	8924-8930	python	*[775]	SOFTWARE[775]
22-46	8931-8935	from	*[775]	SOFTWARE[775]
22-47	8936-8948	jury.metrics	*[775]	SOFTWARE[775]
22-47	8936-8940	jury	*[775]	SOFTWARE[775]
22-48	8949-8955	import	*[775]	SOFTWARE[775]
22-49	8956-8960	Bleu	*[775]	SOFTWARE[775]
22-50	8962-8966	bleu	*[775]	SOFTWARE[775]
22-51	8967-8968	=	*[775]	SOFTWARE[775]
22-52	8969-8983	Bleu.construct	*[775]	SOFTWARE[775]
22-52	8969-8973	Bleu	*[775]	SOFTWARE[775]
22-53	8983-8984	(	*[775]	SOFTWARE[775]
22-54	8984-8985	)	*[775]	SOFTWARE[775]
22-55	8986-8991	score	*[775]	SOFTWARE[775]
22-56	8992-8993	=	*[775]	SOFTWARE[775]
22-57	8994-9006	bleu.compute	*[775]	SOFTWARE[775]
22-57	8994-8998	bleu	*[775]	SOFTWARE[775]
22-58	9006-9007	(	*[775]	SOFTWARE[775]
22-59	9007-9018	predictions	*[775]	SOFTWARE[775]
22-60	9018-9019	=	*[775]	SOFTWARE[775]
22-61	9019-9030	predictions	*[775]	SOFTWARE[775]
22-62	9030-9031	,	*[775]	SOFTWARE[775]
22-63	9032-9042	references	*[775]	SOFTWARE[775]
22-64	9042-9043	=	*[775]	SOFTWARE[775]
22-65	9043-9053	references	*[775]	SOFTWARE[775]
22-66	9053-9054	,	*[775]	SOFTWARE[775]
22-67	9055-9064	max\_order	*[775]	SOFTWARE[775]
22-68	9064-9065	=	*[775]	SOFTWARE[775]
22-69	9065-9066	4	*[775]	SOFTWARE[775]
22-70	9066-9067	)	*[775]	SOFTWARE[775]
22-71	9068-9069	`	*[775]	SOFTWARE[775]
22-72	9069-9070	`	*[775]	SOFTWARE[775]
22-73	9070-9071	`	*[775]	SOFTWARE[775]
22-74	9073-9074	,	*[775]	SOFTWARE[775]
22-75	9075-9077	or	*[775]	SOFTWARE[775]
22-76	9078-9091	alternatively	*[775]	SOFTWARE[775]
22-77	9092-9094	on	*[775]	SOFTWARE[775]
22-78	9095-9108	instantiation	*[775]	SOFTWARE[775]
22-79	9110-9111	`	*[775]	SOFTWARE[775]
22-80	9111-9112	`	*[775]	SOFTWARE[775]
22-81	9112-9113	`	*[775]	SOFTWARE[775]
22-82	9113-9119	python	*[775]	SOFTWARE[775]
22-83	9120-9124	from	*[775]	SOFTWARE[775]
22-84	9125-9137	jury.metrics	*[775]	SOFTWARE[775]
22-84	9125-9129	jury	*[775]	SOFTWARE[775]
22-85	9138-9144	import	*[775]	SOFTWARE[775]
22-86	9145-9149	Bleu	*[775]	SOFTWARE[775]
22-87	9150-9154	bleu	*[775]	SOFTWARE[775]
22-88	9155-9156	=	*[775]	SOFTWARE[775]
22-89	9157-9171	Bleu.construct	*[775]	SOFTWARE[775]
22-89	9157-9161	Bleu	*[775]	SOFTWARE[775]
22-90	9171-9172	(	*[775]	SOFTWARE[775]
22-91	9172-9186	compute\_kwargs	*[775]	SOFTWARE[775]
22-92	9186-9187	=	*[775]	SOFTWARE[775]
22-93	9187-9188	{	*[775]	SOFTWARE[775]
22-94	9188-9189	"	*[775]	SOFTWARE[775]
22-95	9189-9198	max\_order	*[775]	SOFTWARE[775]
22-96	9198-9199	"	*[775]	SOFTWARE[775]
22-97	9199-9200	:	*[775]	SOFTWARE[775]
22-98	9201-9202	1	*[775]	SOFTWARE[775]
22-99	9202-9203	}	*[775]	SOFTWARE[775]
22-100	9203-9204	)	*[775]	SOFTWARE[775]
22-101	9205-9210	score	*[775]	SOFTWARE[775]
22-102	9211-9212	=	*[775]	SOFTWARE[775]
22-103	9213-9225	bleu.compute	*[775]	SOFTWARE[775]
22-103	9213-9217	bleu	*[775]	SOFTWARE[775]
22-104	9225-9226	(	*[775]	SOFTWARE[775]
22-105	9226-9237	predictions	*[775]	SOFTWARE[775]
22-106	9237-9238	=	*[775]	SOFTWARE[775]
22-107	9238-9249	predictions	*[775]	SOFTWARE[775]
22-108	9249-9250	,	*[775]	SOFTWARE[775]
22-109	9251-9261	references	*[775]	SOFTWARE[775]
22-110	9261-9262	=	*[775]	SOFTWARE[775]
22-111	9262-9272	references	*[775]	SOFTWARE[775]
22-112	9272-9273	)	*[775]	SOFTWARE[775]
22-113	9274-9275	`	*[775]	SOFTWARE[775]
22-114	9275-9276	`	*[775]	SOFTWARE[775]
22-115	9276-9277	`	*[775]	SOFTWARE[775]
22-116	9279-9283	Note	*[775]	SOFTWARE[775]
22-117	9284-9288	that	*[775]	SOFTWARE[775]
22-118	9289-9292	you	*[775]	SOFTWARE[775]
22-119	9293-9296	can	*[775]	SOFTWARE[775]
22-120	9297-9307	seemlessly	*[775]	SOFTWARE[775]
22-121	9308-9314	access	*[775]	SOFTWARE[775]
22-122	9315-9319	both	*[775]	SOFTWARE[775]
22-123	9320-9321	`	*[775]	SOFTWARE[775]
22-124	9321-9325	jury	*[775]	SOFTWARE[775]
22-125	9325-9326	`	*[775]	SOFTWARE[775]
22-126	9327-9330	and	*[775]	SOFTWARE[775]
22-127	9331-9332	`	*[775]	SOFTWARE[775]
22-128	9332-9340	evaluate	*[775]	SOFTWARE[775]
22-129	9340-9341	`	*[775]	SOFTWARE[775]
22-130	9342-9349	metrics	*[775]	SOFTWARE[775]
22-131	9350-9357	through	*[775]	SOFTWARE[775]
22-132	9358-9359	`	*[775]	SOFTWARE[775]
22-133	9359-9375	jury.load\_metric	*[775]	SOFTWARE[775]
22-133	9359-9363	jury	*[775]	SOFTWARE[775]
22-134	9375-9376	`	*[775]	SOFTWARE[775]
22-135	9376-9377	.	*[775]	SOFTWARE[775]

#Text=```python import jury  bleu = jury.load\_metric("bleu") bleu\_1 = jury.load\_metric("bleu", resulting\_name="bleu\_1", compute\_kwargs={"max\_order": 1}) # metrics not available in `jury` but in `evaluate` wer = jury.load\_metric("competition\_math") # It falls back to `evaluate` package with a warning ```  ### CLI Usage  You can specify predictions file and references file paths and get the resulting scores.
23-1	9380-9381	`	*[775]	SOFTWARE[775]
23-2	9381-9382	`	*[775]	SOFTWARE[775]
23-3	9382-9383	`	*[775]	SOFTWARE[775]
23-4	9383-9389	python	*[775]	SOFTWARE[775]
23-5	9390-9396	import	*[775]	SOFTWARE[775]
23-6	9397-9401	jury	*[775]	SOFTWARE[775]
23-7	9403-9407	bleu	*[775]	SOFTWARE[775]
23-8	9408-9409	=	*[775]	SOFTWARE[775]
23-9	9410-9426	jury.load\_metric	*[775]	SOFTWARE[775]
23-9	9410-9414	jury	*[775]	SOFTWARE[775]
23-10	9426-9427	(	*[775]	SOFTWARE[775]
23-11	9427-9428	"	*[775]	SOFTWARE[775]
23-12	9428-9432	bleu	*[775]	SOFTWARE[775]
23-13	9432-9433	"	*[775]	SOFTWARE[775]
23-14	9433-9434	)	*[775]	SOFTWARE[775]
23-15	9435-9439	bleu	*[775]	SOFTWARE[775]
23-16	9439-9440	\_	*[775]	SOFTWARE[775]
23-17	9440-9441	1	*[775]	SOFTWARE[775]
23-18	9442-9443	=	*[775]	SOFTWARE[775]
23-19	9444-9460	jury.load\_metric	*[775]	SOFTWARE[775]
23-19	9444-9448	jury	*[775]	SOFTWARE[775]
23-20	9460-9461	(	*[775]	SOFTWARE[775]
23-21	9461-9462	"	*[775]	SOFTWARE[775]
23-22	9462-9466	bleu	*[775]	SOFTWARE[775]
23-23	9466-9467	"	*[775]	SOFTWARE[775]
23-24	9467-9468	,	*[775]	SOFTWARE[775]
23-25	9469-9483	resulting\_name	*[775]	SOFTWARE[775]
23-26	9483-9484	=	*[775]	SOFTWARE[775]
23-27	9484-9485	"	*[775]	SOFTWARE[775]
23-28	9485-9489	bleu	*[775]	SOFTWARE[775]
23-29	9489-9490	\_	*[775]	SOFTWARE[775]
23-30	9490-9491	1	*[775]	SOFTWARE[775]
23-31	9491-9492	"	*[775]	SOFTWARE[775]
23-32	9492-9493	,	*[775]	SOFTWARE[775]
23-33	9494-9508	compute\_kwargs	*[775]	SOFTWARE[775]
23-34	9508-9509	=	*[775]	SOFTWARE[775]
23-35	9509-9510	{	*[775]	SOFTWARE[775]
23-36	9510-9511	"	*[775]	SOFTWARE[775]
23-37	9511-9520	max\_order	*[775]	SOFTWARE[775]
23-38	9520-9521	"	*[775]	SOFTWARE[775]
23-39	9521-9522	:	*[775]	SOFTWARE[775]
23-40	9523-9524	1	*[775]	SOFTWARE[775]
23-41	9524-9525	}	*[775]	SOFTWARE[775]
23-42	9525-9526	)	*[775]	SOFTWARE[775]
23-43	9527-9528	#	*[775]	SOFTWARE[775]
23-44	9529-9536	metrics	*[775]	SOFTWARE[775]
23-45	9537-9540	not	*[775]	SOFTWARE[775]
23-46	9541-9550	available	*[775]	SOFTWARE[775]
23-47	9551-9553	in	*[775]	SOFTWARE[775]
23-48	9554-9555	`	*[775]	SOFTWARE[775]
23-49	9555-9559	jury	*[775]	SOFTWARE[775]
23-50	9559-9560	`	*[775]	SOFTWARE[775]
23-51	9561-9564	but	*[775]	SOFTWARE[775]
23-52	9565-9567	in	*[775]	SOFTWARE[775]
23-53	9568-9569	`	*[775]	SOFTWARE[775]
23-54	9569-9577	evaluate	*[775]	SOFTWARE[775]
23-55	9577-9578	`	*[775]	SOFTWARE[775]
23-56	9579-9582	wer	*[775]	SOFTWARE[775]
23-57	9583-9584	=	*[775]	SOFTWARE[775]
23-58	9585-9601	jury.load\_metric	*[775]	SOFTWARE[775]
23-58	9585-9589	jury	*[775]	SOFTWARE[775]
23-59	9601-9602	(	*[775]	SOFTWARE[775]
23-60	9602-9603	"	*[775]	SOFTWARE[775]
23-61	9603-9619	competition\_math	*[775]	SOFTWARE[775]
23-62	9619-9620	"	*[775]	SOFTWARE[775]
23-63	9620-9621	)	*[775]	SOFTWARE[775]
23-64	9622-9623	#	*[775]	SOFTWARE[775]
23-65	9624-9626	It	*[775]	SOFTWARE[775]
23-66	9627-9632	falls	*[775]	SOFTWARE[775]
23-67	9633-9637	back	*[775]	SOFTWARE[775]
23-68	9638-9640	to	*[775]	SOFTWARE[775]
23-69	9641-9642	`	*[775]	SOFTWARE[775]
23-70	9642-9650	evaluate	*[775]	SOFTWARE[775]
23-71	9650-9651	`	*[775]	SOFTWARE[775]
23-72	9652-9659	package	*[775]	SOFTWARE[775]
23-73	9660-9664	with	*[775]	SOFTWARE[775]
23-74	9665-9666	a	*[775]	SOFTWARE[775]
23-75	9667-9674	warning	*[775]	SOFTWARE[775]
23-76	9675-9676	`	*[775]	SOFTWARE[775]
23-77	9676-9677	`	*[775]	SOFTWARE[775]
23-78	9677-9678	`	*[775]	SOFTWARE[775]
23-79	9680-9681	#	*[775]	SOFTWARE[775]
23-80	9681-9682	#	*[775]	SOFTWARE[775]
23-81	9682-9683	#	*[775]	SOFTWARE[775]
23-82	9684-9687	CLI	*[775]	SOFTWARE[775]
23-83	9688-9693	Usage	*[775]	SOFTWARE[775]
23-84	9695-9698	You	*[775]	SOFTWARE[775]
23-85	9699-9702	can	*[775]	SOFTWARE[775]
23-86	9703-9710	specify	*[775]	SOFTWARE[775]
23-87	9711-9722	predictions	*[775]	SOFTWARE[775]
23-88	9723-9727	file	*[775]	SOFTWARE[775]
23-89	9728-9731	and	*[775]	SOFTWARE[775]
23-90	9732-9742	references	*[775]	SOFTWARE[775]
23-91	9743-9747	file	*[775]	SOFTWARE[775]
23-92	9748-9753	paths	*[775]	SOFTWARE[775]
23-93	9754-9757	and	*[775]	SOFTWARE[775]
23-94	9758-9761	get	*[775]	SOFTWARE[775]
23-95	9762-9765	the	*[775]	SOFTWARE[775]
23-96	9766-9775	resulting	*[775]	SOFTWARE[775]
23-97	9776-9782	scores	*[775]	SOFTWARE[775]
23-98	9782-9783	.	*[775]	SOFTWARE[775]

#Text=Each line should be paired in both files.
24-1	9784-9788	Each	*[775]	SOFTWARE[775]
24-2	9789-9793	line	*[775]	SOFTWARE[775]
24-3	9794-9800	should	*[775]	SOFTWARE[775]
24-4	9801-9803	be	*[775]	SOFTWARE[775]
24-5	9804-9810	paired	*[775]	SOFTWARE[775]
24-6	9811-9813	in	*[775]	SOFTWARE[775]
24-7	9814-9818	both	*[775]	SOFTWARE[775]
24-8	9819-9824	files	*[775]	SOFTWARE[775]
24-9	9824-9825	.	*[775]	SOFTWARE[775]

#Text=You can optionally provide reduce function and an export path for results to be written.
25-1	9826-9829	You	*[775]	SOFTWARE[775]
25-2	9830-9833	can	*[775]	SOFTWARE[775]
25-3	9834-9844	optionally	*[775]	SOFTWARE[775]
25-4	9845-9852	provide	*[775]	SOFTWARE[775]
25-5	9853-9859	reduce	*[775]	SOFTWARE[775]
25-6	9860-9868	function	*[775]	SOFTWARE[775]
25-7	9869-9872	and	*[775]	SOFTWARE[775]
25-8	9873-9875	an	*[775]	SOFTWARE[775]
25-9	9876-9882	export	*[775]	SOFTWARE[775]
25-10	9883-9887	path	*[775]	SOFTWARE[775]
25-11	9888-9891	for	*[775]	SOFTWARE[775]
25-12	9892-9899	results	*[775]	SOFTWARE[775]
25-13	9900-9902	to	*[775]	SOFTWARE[775]
25-14	9903-9905	be	*[775]	SOFTWARE[775]
25-15	9906-9913	written	*[775]	SOFTWARE[775]
25-16	9913-9914	.	*[775]	SOFTWARE[775]

#Text=jury eval --predictions /path/to/predictions.txt --references /path/to/references.txt --reduce\_fn max --export /path/to/export.txt  You can also provide prediction folders and reference folders to evaluate multiple experiments.
26-1	9920-9924	jury	*[775]	SOFTWARE[775]
26-2	9925-9929	eval	*[775]	SOFTWARE[775]
26-3	9930-9931	-	*[775]	SOFTWARE[775]
26-4	9931-9932	-	*[775]	SOFTWARE[775]
26-5	9932-9943	predictions	*[775]	SOFTWARE[775]
26-6	9944-9945	/	*[775]	SOFTWARE[775]
26-7	9945-9949	path	*[775]	SOFTWARE[775]
26-8	9949-9950	/	*[775]	SOFTWARE[775]
26-9	9950-9952	to	*[775]	SOFTWARE[775]
26-10	9952-9953	/	*[775]	SOFTWARE[775]
26-11	9953-9968	predictions.txt	*[775]	SOFTWARE[775]
26-12	9969-9970	-	*[775]	SOFTWARE[775]
26-13	9970-9971	-	*[775]	SOFTWARE[775]
26-14	9971-9981	references	*[775]	SOFTWARE[775]
26-15	9982-9983	/	*[775]	SOFTWARE[775]
26-16	9983-9987	path	*[775]	SOFTWARE[775]
26-17	9987-9988	/	*[775]	SOFTWARE[775]
26-18	9988-9990	to	*[775]	SOFTWARE[775]
26-19	9990-9991	/	*[775]	SOFTWARE[775]
26-20	9991-10005	references.txt	*[775]	SOFTWARE[775]
26-21	10006-10007	-	*[775]	SOFTWARE[775]
26-22	10007-10008	-	*[775]	SOFTWARE[775]
26-23	10008-10017	reduce\_fn	*[775]	SOFTWARE[775]
26-24	10018-10021	max	*[775]	SOFTWARE[775]
26-25	10022-10023	-	*[775]	SOFTWARE[775]
26-26	10023-10024	-	*[775]	SOFTWARE[775]
26-27	10024-10030	export	*[775]	SOFTWARE[775]
26-28	10031-10032	/	*[775]	SOFTWARE[775]
26-29	10032-10036	path	*[775]	SOFTWARE[775]
26-30	10036-10037	/	*[775]	SOFTWARE[775]
26-31	10037-10039	to	*[775]	SOFTWARE[775]
26-32	10039-10040	/	*[775]	SOFTWARE[775]
26-33	10040-10050	export.txt	*[775]	SOFTWARE[775]
26-34	10052-10055	You	*[775]	SOFTWARE[775]
26-35	10056-10059	can	*[775]	SOFTWARE[775]
26-36	10060-10064	also	*[775]	SOFTWARE[775]
26-37	10065-10072	provide	*[775]	SOFTWARE[775]
26-38	10073-10083	prediction	*[775]	SOFTWARE[775]
26-39	10084-10091	folders	*[775]	SOFTWARE[775]
26-40	10092-10095	and	*[775]	SOFTWARE[775]
26-41	10096-10105	reference	*[775]	SOFTWARE[775]
26-42	10106-10113	folders	*[775]	SOFTWARE[775]
26-43	10114-10116	to	*[775]	SOFTWARE[775]
26-44	10117-10125	evaluate	*[775]	SOFTWARE[775]
26-45	10126-10134	multiple	*[775]	SOFTWARE[775]
26-46	10135-10146	experiments	*[775]	SOFTWARE[775]
26-47	10146-10147	.	*[775]	SOFTWARE[775]

#Text=In this set up, however, it is required that the prediction and references files you need to evaluate as a pair have the same file name.
27-1	10148-10150	In	*[775]	SOFTWARE[775]
27-2	10151-10155	this	*[775]	SOFTWARE[775]
27-3	10156-10159	set	*[775]	SOFTWARE[775]
27-4	10160-10162	up	*[775]	SOFTWARE[775]
27-5	10162-10163	,	*[775]	SOFTWARE[775]
27-6	10164-10171	however	*[775]	SOFTWARE[775]
27-7	10171-10172	,	*[775]	SOFTWARE[775]
27-8	10173-10175	it	*[775]	SOFTWARE[775]
27-9	10176-10178	is	*[775]	SOFTWARE[775]
27-10	10179-10187	required	*[775]	SOFTWARE[775]
27-11	10188-10192	that	*[775]	SOFTWARE[775]
27-12	10193-10196	the	*[775]	SOFTWARE[775]
27-13	10197-10207	prediction	*[775]	SOFTWARE[775]
27-14	10208-10211	and	*[775]	SOFTWARE[775]
27-15	10212-10222	references	*[775]	SOFTWARE[775]
27-16	10223-10228	files	*[775]	SOFTWARE[775]
27-17	10229-10232	you	*[775]	SOFTWARE[775]
27-18	10233-10237	need	*[775]	SOFTWARE[775]
27-19	10238-10240	to	*[775]	SOFTWARE[775]
27-20	10241-10249	evaluate	*[775]	SOFTWARE[775]
27-21	10250-10252	as	*[775]	SOFTWARE[775]
27-22	10253-10254	a	*[775]	SOFTWARE[775]
27-23	10255-10259	pair	*[775]	SOFTWARE[775]
27-24	10260-10264	have	*[775]	SOFTWARE[775]
27-25	10265-10268	the	*[775]	SOFTWARE[775]
27-26	10269-10273	same	*[775]	SOFTWARE[775]
27-27	10274-10278	file	*[775]	SOFTWARE[775]
27-28	10279-10283	name	*[775]	SOFTWARE[775]
27-29	10283-10284	.	*[775]	SOFTWARE[775]

#Text=These common names are paired together for prediction and reference.
28-1	10285-10290	These	*[775]	SOFTWARE[775]
28-2	10291-10297	common	*[775]	SOFTWARE[775]
28-3	10298-10303	names	*[775]	SOFTWARE[775]
28-4	10304-10307	are	*[775]	SOFTWARE[775]
28-5	10308-10314	paired	*[775]	SOFTWARE[775]
28-6	10315-10323	together	*[775]	SOFTWARE[775]
28-7	10324-10327	for	*[775]	SOFTWARE[775]
28-8	10328-10338	prediction	*[775]	SOFTWARE[775]
28-9	10339-10342	and	*[775]	SOFTWARE[775]
28-10	10343-10352	reference	*[775]	SOFTWARE[775]
28-11	10352-10353	.	*[775]	SOFTWARE[775]

#Text=jury eval --predictions /path/to/predictions\_folder --references /path/to/references\_folder --reduce\_fn max --export /path/to/export.txt  If you want to specify metrics, and do not want to use default, specify it in config file (json) in `metrics` key.
29-1	10359-10363	jury	*[775]	SOFTWARE[775]
29-2	10364-10368	eval	*[775]	SOFTWARE[775]
29-3	10369-10370	-	*[775]	SOFTWARE[775]
29-4	10370-10371	-	*[775]	SOFTWARE[775]
29-5	10371-10382	predictions	*[775]	SOFTWARE[775]
29-6	10383-10384	/	*[775]	SOFTWARE[775]
29-7	10384-10388	path	*[775]	SOFTWARE[775]
29-8	10388-10389	/	*[775]	SOFTWARE[775]
29-9	10389-10391	to	*[775]	SOFTWARE[775]
29-10	10391-10392	/	*[775]	SOFTWARE[775]
29-11	10392-10410	predictions\_folder	*[775]	SOFTWARE[775]
29-12	10411-10412	-	*[775]	SOFTWARE[775]
29-13	10412-10413	-	*[775]	SOFTWARE[775]
29-14	10413-10423	references	*[775]	SOFTWARE[775]
29-15	10424-10425	/	*[775]	SOFTWARE[775]
29-16	10425-10429	path	*[775]	SOFTWARE[775]
29-17	10429-10430	/	*[775]	SOFTWARE[775]
29-18	10430-10432	to	*[775]	SOFTWARE[775]
29-19	10432-10433	/	*[775]	SOFTWARE[775]
29-20	10433-10450	references\_folder	*[775]	SOFTWARE[775]
29-21	10451-10452	-	*[775]	SOFTWARE[775]
29-22	10452-10453	-	*[775]	SOFTWARE[775]
29-23	10453-10462	reduce\_fn	*[775]	SOFTWARE[775]
29-24	10463-10466	max	*[775]	SOFTWARE[775]
29-25	10467-10468	-	*[775]	SOFTWARE[775]
29-26	10468-10469	-	*[775]	SOFTWARE[775]
29-27	10469-10475	export	*[775]	SOFTWARE[775]
29-28	10476-10477	/	*[775]	SOFTWARE[775]
29-29	10477-10481	path	*[775]	SOFTWARE[775]
29-30	10481-10482	/	*[775]	SOFTWARE[775]
29-31	10482-10484	to	*[775]	SOFTWARE[775]
29-32	10484-10485	/	*[775]	SOFTWARE[775]
29-33	10485-10495	export.txt	*[775]	SOFTWARE[775]
29-34	10497-10499	If	*[775]	SOFTWARE[775]
29-35	10500-10503	you	*[775]	SOFTWARE[775]
29-36	10504-10508	want	*[775]	SOFTWARE[775]
29-37	10509-10511	to	*[775]	SOFTWARE[775]
29-38	10512-10519	specify	*[775]	SOFTWARE[775]
29-39	10520-10527	metrics	*[775]	SOFTWARE[775]
29-40	10527-10528	,	*[775]	SOFTWARE[775]
29-41	10529-10532	and	*[775]	SOFTWARE[775]
29-42	10533-10535	do	*[775]	SOFTWARE[775]
29-43	10536-10539	not	*[775]	SOFTWARE[775]
29-44	10540-10544	want	*[775]	SOFTWARE[775]
29-45	10545-10547	to	*[775]	SOFTWARE[775]
29-46	10548-10551	use	*[775]	SOFTWARE[775]
29-47	10552-10559	default	*[775]	SOFTWARE[775]
29-48	10559-10560	,	*[775]	SOFTWARE[775]
29-49	10561-10568	specify	*[775]	SOFTWARE[775]
29-50	10569-10571	it	*[775]	SOFTWARE[775]
29-51	10572-10574	in	*[775]	SOFTWARE[775]
29-52	10575-10581	config	*[775]	SOFTWARE[775]
29-53	10582-10586	file	*[775]	SOFTWARE[775]
29-54	10587-10588	(	*[775]	SOFTWARE[775]
29-55	10588-10592	json	*[775]	SOFTWARE[775]
29-56	10592-10593	)	*[775]	SOFTWARE[775]
29-57	10594-10596	in	*[775]	SOFTWARE[775]
29-58	10597-10598	`	*[775]	SOFTWARE[775]
29-59	10598-10605	metrics	*[775]	SOFTWARE[775]
29-60	10605-10606	`	*[775]	SOFTWARE[775]
29-61	10607-10610	key	*[775]	SOFTWARE[775]
29-62	10610-10611	.	*[775]	SOFTWARE[775]

#Text=```json {   "predictions": "/path/to/predictions.txt",   "references": "/path/to/references.txt",   "reduce\_fn": "max",   "metrics": \[     "bleu",     "meteor"   \] } ```  Then, you can call jury eval with `config` argument.
30-1	10613-10614	`	*[775]	SOFTWARE[775]
30-2	10614-10615	`	*[775]	SOFTWARE[775]
30-3	10615-10616	`	*[775]	SOFTWARE[775]
30-4	10616-10620	json	*[775]	SOFTWARE[775]
30-5	10621-10622	{	*[775]	SOFTWARE[775]
30-6	10625-10626	"	*[775]	SOFTWARE[775]
30-7	10626-10637	predictions	*[775]	SOFTWARE[775]
30-8	10637-10638	"	*[775]	SOFTWARE[775]
30-9	10638-10639	:	*[775]	SOFTWARE[775]
30-10	10640-10641	"	*[775]	SOFTWARE[775]
30-11	10641-10642	/	*[775]	SOFTWARE[775]
30-12	10642-10646	path	*[775]	SOFTWARE[775]
30-13	10646-10647	/	*[775]	SOFTWARE[775]
30-14	10647-10649	to	*[775]	SOFTWARE[775]
30-15	10649-10650	/	*[775]	SOFTWARE[775]
30-16	10650-10665	predictions.txt	*[775]	SOFTWARE[775]
30-17	10665-10666	"	*[775]	SOFTWARE[775]
30-18	10666-10667	,	*[775]	SOFTWARE[775]
30-19	10670-10671	"	*[775]	SOFTWARE[775]
30-20	10671-10681	references	*[775]	SOFTWARE[775]
30-21	10681-10682	"	*[775]	SOFTWARE[775]
30-22	10682-10683	:	*[775]	SOFTWARE[775]
30-23	10684-10685	"	*[775]	SOFTWARE[775]
30-24	10685-10686	/	*[775]	SOFTWARE[775]
30-25	10686-10690	path	*[775]	SOFTWARE[775]
30-26	10690-10691	/	*[775]	SOFTWARE[775]
30-27	10691-10693	to	*[775]	SOFTWARE[775]
30-28	10693-10694	/	*[775]	SOFTWARE[775]
30-29	10694-10708	references.txt	*[775]	SOFTWARE[775]
30-30	10708-10709	"	*[775]	SOFTWARE[775]
30-31	10709-10710	,	*[775]	SOFTWARE[775]
30-32	10713-10714	"	*[775]	SOFTWARE[775]
30-33	10714-10723	reduce\_fn	*[775]	SOFTWARE[775]
30-34	10723-10724	"	*[775]	SOFTWARE[775]
30-35	10724-10725	:	*[775]	SOFTWARE[775]
30-36	10726-10727	"	*[775]	SOFTWARE[775]
30-37	10727-10730	max	*[775]	SOFTWARE[775]
30-38	10730-10731	"	*[775]	SOFTWARE[775]
30-39	10731-10732	,	*[775]	SOFTWARE[775]
30-40	10735-10736	"	*[775]	SOFTWARE[775]
30-41	10736-10743	metrics	*[775]	SOFTWARE[775]
30-42	10743-10744	"	*[775]	SOFTWARE[775]
