#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=# DC-ShadowNet (ICCV'2021)  ## Introduction > \[DC-ShadowNet: Single-Image Hard and Soft Shadow Removal Using Unsupervised Domain-Classifier Guided Network\](https://arxiv.org/abs/2207.10434)<br> >  International Conference on Computer Vision (ICCV'2021)  \[Yeying Jin\](https://jinyeying.github.io/), \[Aashish Sharma\](https://aasharma90.github.io/) and \[Robby T.
1-1	0-1	#	*[523]|*[787]	SOFTWARE[523]|SOFTWARE[787]
11-29	2049-2062	pan.baidu.com	*[787]	SOFTWARE[787]
11-30	2062-2063	/	*[787]	SOFTWARE[787]
11-31	2063-2064	s	*[787]	SOFTWARE[787]
11-32	2064-2065	/	*[787]	SOFTWARE[787]
11-33	2065-2073	1mj3BoRQ	*[787]	SOFTWARE[787]
11-34	2073-2074	)	*[787]	SOFTWARE[787]
11-35	2074-2075	,	*[787]	SOFTWARE[787]
11-36	2076-2077	\[	*[787]	SOFTWARE[787]
11-37	2077-2081	Test	*[787]	SOFTWARE[787]
11-38	2081-2082	\]	*[787]	SOFTWARE[787]
11-39	2082-2083	(	*[787]	SOFTWARE[787]
11-40	2083-2088	https	*[787]	SOFTWARE[787]
11-41	2088-2089	:	*[787]	SOFTWARE[787]
11-42	2089-2090	/	*[787]	SOFTWARE[787]
11-43	2090-2091	/	*[787]	SOFTWARE[787]
11-44	2091-2107	drive.google.com	*[787]	SOFTWARE[787]
11-45	2107-2108	/	*[787]	SOFTWARE[787]
11-46	2108-2112	file	*[787]	SOFTWARE[787]
11-47	2112-2113	/	*[787]	SOFTWARE[787]
11-48	2113-2114	d	*[787]	SOFTWARE[787]
11-49	2114-2115	/	*[787]	SOFTWARE[787]
11-50	2115-2148	1GTi4BmQ0SJ7diDMmf-b7x2VismmXtfTo	*[787]	SOFTWARE[787]
11-51	2148-2149	/	*[787]	SOFTWARE[787]
11-52	2149-2153	view	*[787]	SOFTWARE[787]
11-53	2153-2154	)	*[787]	SOFTWARE[787]
11-54	2154-2155	.	*[787]	SOFTWARE[787]

#Text=\[Shadow Masks\](https://github.com/vinthony/ghost-free-shadow-removal)  2.
12-1	2156-2157	\[	*[787]	SOFTWARE[787]
12-2	2157-2163	Shadow	*[787]	SOFTWARE[787]
12-3	2164-2169	Masks	*[787]	SOFTWARE[787]
12-4	2169-2170	\]	*[787]	SOFTWARE[787]
12-5	2170-2171	(	*[787]	SOFTWARE[787]
12-6	2171-2176	https	*[787]	SOFTWARE[787]
12-7	2176-2177	:	*[787]	SOFTWARE[787]
12-8	2177-2178	/	*[787]	SOFTWARE[787]
12-9	2178-2179	/	*[787]	SOFTWARE[787]
12-10	2179-2189	github.com	*[787]	SOFTWARE[787]
12-11	2189-2190	/	*[787]	SOFTWARE[787]
12-12	2190-2198	vinthony	*[787]	SOFTWARE[787]
12-13	2198-2199	/	*[787]	SOFTWARE[787]
12-14	2199-2224	ghost-free-shadow-removal	*[787]	SOFTWARE[787]
12-15	2224-2225	)	*[787]	SOFTWARE[787]
12-16	2227-2228	2	*[787]	SOFTWARE[787]
12-17	2228-2229	.	*[787]	SOFTWARE[787]

#Text=AISTD\|ISTD+ \[\[link\]\](https://github.com/cvlab-stonybrook/SID)  3.
13-1	2230-2235	AISTD	*[787]	SOFTWARE[787]
13-2	2235-2236	\|	*[787]	SOFTWARE[787]
13-3	2236-2240	ISTD	*[787]	SOFTWARE[787]
13-4	2240-2241	+	*[787]	SOFTWARE[787]
13-5	2242-2243	\[	*[787]	SOFTWARE[787]
13-6	2243-2244	\[	*[787]	SOFTWARE[787]
13-7	2244-2248	link	*[787]	SOFTWARE[787]
13-8	2248-2249	\]	*[787]	SOFTWARE[787]
13-9	2249-2250	\]	*[787]	SOFTWARE[787]
13-10	2250-2251	(	*[787]	SOFTWARE[787]
13-11	2251-2256	https	*[787]	SOFTWARE[787]
13-12	2256-2257	:	*[787]	SOFTWARE[787]
13-13	2257-2258	/	*[787]	SOFTWARE[787]
13-14	2258-2259	/	*[787]	SOFTWARE[787]
13-15	2259-2269	github.com	*[787]	SOFTWARE[787]
13-16	2269-2270	/	*[787]	SOFTWARE[787]
13-17	2270-2286	cvlab-stonybrook	*[787]	SOFTWARE[787]
13-18	2286-2287	/	*[787]	SOFTWARE[787]
13-19	2287-2290	SID	*[787]	SOFTWARE[787]
13-20	2290-2291	)	*[787]	SOFTWARE[787]
13-21	2293-2294	3	*[787]	SOFTWARE[787]
13-22	2294-2295	.	*[787]	SOFTWARE[787]

#Text=ISTD \[\[link\]\](https://drive.google.com/file/d/1I0qw-65KBA6np8vIZzO6oeiOvcDBttAY/view)  4.
14-1	2296-2300	ISTD	*[787]	SOFTWARE[787]
14-2	2301-2302	\[	*[787]	SOFTWARE[787]
14-3	2302-2303	\[	*[787]	SOFTWARE[787]
14-4	2303-2307	link	*[787]	SOFTWARE[787]
14-5	2307-2308	\]	*[787]	SOFTWARE[787]
14-6	2308-2309	\]	*[787]	SOFTWARE[787]
14-7	2309-2310	(	*[787]	SOFTWARE[787]
14-8	2310-2315	https	*[787]	SOFTWARE[787]
14-9	2315-2316	:	*[787]	SOFTWARE[787]
14-10	2316-2317	/	*[787]	SOFTWARE[787]
14-11	2317-2318	/	*[787]	SOFTWARE[787]
14-12	2318-2334	drive.google.com	*[787]	SOFTWARE[787]
14-13	2334-2335	/	*[787]	SOFTWARE[787]
14-14	2335-2339	file	*[787]	SOFTWARE[787]
14-15	2339-2340	/	*[787]	SOFTWARE[787]
14-16	2340-2341	d	*[787]	SOFTWARE[787]
14-17	2341-2342	/	*[787]	SOFTWARE[787]
14-18	2342-2347	1I0qw	*[787]	SOFTWARE[787]
14-19	2347-2348	-	*[787]	SOFTWARE[787]
14-20	2348-2375	65KBA6np8vIZzO6oeiOvcDBttAY	*[787]	SOFTWARE[787]
14-21	2375-2376	/	*[787]	SOFTWARE[787]
14-22	2376-2380	view	*[787]	SOFTWARE[787]
14-23	2380-2381	)	*[787]	SOFTWARE[787]
14-24	2383-2384	4	*[787]	SOFTWARE[787]
14-25	2384-2385	.	*[787]	SOFTWARE[787]

#Text=USR: Unpaired Shadow Removal Dataset \[\[link\]\](https://drive.google.com/file/d/1PPAX0W4eyfn1cUrb2aBefnbrmhB1htoJ/view)  5.
15-1	2386-2389	USR	*[787]	SOFTWARE[787]
15-2	2389-2390	:	*[787]	SOFTWARE[787]
15-3	2391-2399	Unpaired	*[787]	SOFTWARE[787]
15-4	2400-2406	Shadow	*[787]	SOFTWARE[787]
15-5	2407-2414	Removal	*[787]	SOFTWARE[787]
15-6	2415-2422	Dataset	*[787]	SOFTWARE[787]
15-7	2423-2424	\[	*[787]	SOFTWARE[787]
15-8	2424-2425	\[	*[787]	SOFTWARE[787]
15-9	2425-2429	link	*[787]	SOFTWARE[787]
15-10	2429-2430	\]	*[787]	SOFTWARE[787]
15-11	2430-2431	\]	*[787]	SOFTWARE[787]
15-12	2431-2432	(	*[787]	SOFTWARE[787]
15-13	2432-2437	https	*[787]	SOFTWARE[787]
15-14	2437-2438	:	*[787]	SOFTWARE[787]
15-15	2438-2439	/	*[787]	SOFTWARE[787]
15-16	2439-2440	/	*[787]	SOFTWARE[787]
15-17	2440-2456	drive.google.com	*[787]	SOFTWARE[787]
15-18	2456-2457	/	*[787]	SOFTWARE[787]
15-19	2457-2461	file	*[787]	SOFTWARE[787]
15-20	2461-2462	/	*[787]	SOFTWARE[787]
15-21	2462-2463	d	*[787]	SOFTWARE[787]
15-22	2463-2464	/	*[787]	SOFTWARE[787]
15-23	2464-2497	1PPAX0W4eyfn1cUrb2aBefnbrmhB1htoJ	*[787]	SOFTWARE[787]
15-24	2497-2498	/	*[787]	SOFTWARE[787]
15-25	2498-2502	view	*[787]	SOFTWARE[787]
15-26	2502-2503	)	*[787]	SOFTWARE[787]
15-27	2505-2506	5	*[787]	SOFTWARE[787]
15-28	2506-2507	.	*[787]	SOFTWARE[787]

#Text=LRSS: Soft Shadow Dataset \[\[link\]\](http://visual.cs.ucl.ac.uk/pubs/softshadows/)<br>    The LRSS dataset contains 134 shadow images (62 pairs of shadow and shadow-free images).
16-1	2508-2512	LRSS	*[787]	SOFTWARE[787]
16-2	2512-2513	:	*[787]	SOFTWARE[787]
16-3	2514-2518	Soft	*[787]	SOFTWARE[787]
16-4	2519-2525	Shadow	*[787]	SOFTWARE[787]
16-5	2526-2533	Dataset	*[787]	SOFTWARE[787]
16-6	2534-2535	\[	*[787]	SOFTWARE[787]
16-7	2535-2536	\[	*[787]	SOFTWARE[787]
16-8	2536-2540	link	*[787]	SOFTWARE[787]
16-9	2540-2541	\]	*[787]	SOFTWARE[787]
16-10	2541-2542	\]	*[787]	SOFTWARE[787]
16-11	2542-2543	(	*[787]	SOFTWARE[787]
16-12	2543-2547	http	*[787]	SOFTWARE[787]
16-13	2547-2548	:	*[787]	SOFTWARE[787]
16-14	2548-2549	/	*[787]	SOFTWARE[787]
16-15	2549-2550	/	*[787]	SOFTWARE[787]
16-16	2550-2569	visual.cs.ucl.ac.uk	*[787]	SOFTWARE[787]
16-17	2569-2570	/	*[787]	SOFTWARE[787]
16-18	2570-2574	pubs	*[787]	SOFTWARE[787]
16-19	2574-2575	/	*[787]	SOFTWARE[787]
16-20	2575-2586	softshadows	*[787]	SOFTWARE[787]
16-21	2586-2587	/	*[787]	SOFTWARE[787]
16-22	2587-2588	)	*[787]	SOFTWARE[787]
16-23	2588-2589	<	*[787]	SOFTWARE[787]
16-24	2589-2591	br	*[787]	SOFTWARE[787]
16-25	2591-2592	>	*[787]	SOFTWARE[787]
16-26	2596-2599	The	*[787]	SOFTWARE[787]
16-27	2600-2604	LRSS	*[787]	SOFTWARE[787]
16-28	2605-2612	dataset	*[787]	SOFTWARE[787]
16-29	2613-2621	contains	*[787]	SOFTWARE[787]
16-30	2622-2625	134	*[787]	SOFTWARE[787]
16-31	2626-2632	shadow	*[787]	SOFTWARE[787]
16-32	2633-2639	images	*[787]	SOFTWARE[787]
16-33	2640-2641	(	*[787]	SOFTWARE[787]
16-34	2641-2643	62	*[787]	SOFTWARE[787]
16-35	2644-2649	pairs	*[787]	SOFTWARE[787]
16-36	2650-2652	of	*[787]	SOFTWARE[787]
16-37	2653-2659	shadow	*[787]	SOFTWARE[787]
16-38	2660-2663	and	*[787]	SOFTWARE[787]
16-39	2664-2675	shadow-free	*[787]	SOFTWARE[787]
16-40	2676-2682	images	*[787]	SOFTWARE[787]
16-41	2682-2683	)	*[787]	SOFTWARE[787]
16-42	2683-2684	.	*[787]	SOFTWARE[787]

#Text=<br>    We use 34 pairs for testing and 100 shadow images for training.
17-1	2685-2686	<	*[787]	SOFTWARE[787]
17-2	2686-2688	br	*[787]	SOFTWARE[787]
17-3	2688-2689	>	*[787]	SOFTWARE[787]
17-4	2693-2695	We	*[787]	SOFTWARE[787]
17-5	2696-2699	use	*[787]	SOFTWARE[787]
17-6	2700-2702	34	*[787]	SOFTWARE[787]
17-7	2703-2708	pairs	*[787]	SOFTWARE[787]
17-8	2709-2712	for	*[787]	SOFTWARE[787]
17-9	2713-2720	testing	*[787]	SOFTWARE[787]
17-10	2721-2724	and	*[787]	SOFTWARE[787]
17-11	2725-2728	100	*[787]	SOFTWARE[787]
17-12	2729-2735	shadow	*[787]	SOFTWARE[787]
17-13	2736-2742	images	*[787]	SOFTWARE[787]
17-14	2743-2746	for	*[787]	SOFTWARE[787]
17-15	2747-2755	training	*[787]	SOFTWARE[787]
17-16	2755-2756	.	*[787]	SOFTWARE[787]

#Text=<br>    For shadow-free training images, 28 from LRSS and 72 randomly selected from the USR dataset.
18-1	2757-2758	<	*[787]	SOFTWARE[787]
18-2	2758-2760	br	*[787]	SOFTWARE[787]
18-3	2760-2761	>	*[787]	SOFTWARE[787]
18-4	2765-2768	For	*[787]	SOFTWARE[787]
18-5	2769-2780	shadow-free	*[787]	SOFTWARE[787]
18-6	2781-2789	training	*[787]	SOFTWARE[787]
18-7	2790-2796	images	*[787]	SOFTWARE[787]
18-8	2796-2797	,	*[787]	SOFTWARE[787]
18-9	2798-2800	28	*[787]	SOFTWARE[787]
18-10	2801-2805	from	*[787]	SOFTWARE[787]
18-11	2806-2810	LRSS	*[787]	SOFTWARE[787]
18-12	2811-2814	and	*[787]	SOFTWARE[787]
18-13	2815-2817	72	*[787]	SOFTWARE[787]
18-14	2818-2826	randomly	*[787]	SOFTWARE[787]
18-15	2827-2835	selected	*[787]	SOFTWARE[787]
18-16	2836-2840	from	*[787]	SOFTWARE[787]
18-17	2841-2844	the	*[787]	SOFTWARE[787]
18-18	2845-2848	USR	*[787]	SOFTWARE[787]
18-19	2849-2856	dataset	*[787]	SOFTWARE[787]
18-20	2856-2857	.	*[787]	SOFTWARE[787]

#Text=<br>    \|\[\[Dropbox\]\](https://www.dropbox.com/scl/fo/3dt75e23riozwa6uczeqd/ABNkIZKaP8jFarfNrUUjpVg?
19-1	2857-2858	<	*[787]	SOFTWARE[787]
19-2	2858-2860	br	*[787]	SOFTWARE[787]
19-3	2860-2861	>	*[787]	SOFTWARE[787]
19-4	2865-2866	\|	*[787]	SOFTWARE[787]
19-5	2866-2867	\[	*[787]	SOFTWARE[787]
19-6	2867-2868	\[	*[787]	SOFTWARE[787]
19-7	2868-2875	Dropbox	*[787]	SOFTWARE[787]
19-8	2875-2876	\]	*[787]	SOFTWARE[787]
19-9	2876-2877	\]	*[787]	SOFTWARE[787]
19-10	2877-2878	(	*[787]	SOFTWARE[787]
19-11	2878-2883	https	*[787]	SOFTWARE[787]
19-12	2883-2884	:	*[787]	SOFTWARE[787]
19-13	2884-2885	/	*[787]	SOFTWARE[787]
19-14	2885-2886	/	*[787]	SOFTWARE[787]
19-15	2886-2901	www.dropbox.com	*[787]	SOFTWARE[787]
19-16	2901-2902	/	*[787]	SOFTWARE[787]
19-17	2902-2905	scl	*[787]	SOFTWARE[787]
19-18	2905-2906	/	*[787]	SOFTWARE[787]
19-19	2906-2908	fo	*[787]	SOFTWARE[787]
19-20	2908-2909	/	*[787]	SOFTWARE[787]
19-21	2909-2930	3dt75e23riozwa6uczeqd	*[787]	SOFTWARE[787]
19-22	2930-2931	/	*[787]	SOFTWARE[787]
19-23	2931-2954	ABNkIZKaP8jFarfNrUUjpVg	*[787]	SOFTWARE[787]
19-24	2954-2955	?	*[787]	SOFTWARE[787]

#Text=rlkey=eyfjn7dhd9pbz6rh247ylbt0c&st=01lh80r8&dl=0)\|\[\[BaiduPan(code:t9c7)\]\](https://pan.baidu.com/s/1c\_VsDVC92WnvI92v8cldsg?
20-1	2955-2960	rlkey	*[787]	SOFTWARE[787]
20-2	2960-2961	=	*[787]	SOFTWARE[787]
20-3	2961-2986	eyfjn7dhd9pbz6rh247ylbt0c	*[787]	SOFTWARE[787]
20-4	2986-2987	&	*[787]	SOFTWARE[787]
20-5	2987-2989	st	*[787]	SOFTWARE[787]
20-6	2989-2990	=	*[787]	SOFTWARE[787]
20-7	2990-2999	01lh80r8&	*[787]	SOFTWARE[787]
20-8	2999-3001	dl	*[787]	SOFTWARE[787]
20-9	3001-3002	=	*[787]	SOFTWARE[787]
20-10	3002-3003	0	*[787]	SOFTWARE[787]
20-11	3003-3004	)	*[787]	SOFTWARE[787]
20-12	3004-3005	\|	*[787]	SOFTWARE[787]
20-13	3005-3006	\[	*[787]	SOFTWARE[787]
20-14	3006-3007	\[	*[787]	SOFTWARE[787]
20-15	3007-3015	BaiduPan	*[787]	SOFTWARE[787]
20-16	3015-3016	(	*[787]	SOFTWARE[787]
20-17	3016-3020	code	*[787]	SOFTWARE[787]
20-18	3020-3021	:	*[787]	SOFTWARE[787]
20-19	3021-3025	t9c7	*[787]	SOFTWARE[787]
20-20	3025-3026	)	*[787]	SOFTWARE[787]
20-21	3026-3027	\]	*[787]	SOFTWARE[787]
20-22	3027-3028	\]	*[787]	SOFTWARE[787]
20-23	3028-3029	(	*[787]	SOFTWARE[787]
20-24	3029-3034	https	*[787]	SOFTWARE[787]
20-25	3034-3035	:	*[787]	SOFTWARE[787]
20-26	3035-3036	/	*[787]	SOFTWARE[787]
20-27	3036-3037	/	*[787]	SOFTWARE[787]
20-28	3037-3050	pan.baidu.com	*[787]	SOFTWARE[787]
20-29	3050-3051	/	*[787]	SOFTWARE[787]
20-30	3051-3052	s	*[787]	SOFTWARE[787]
20-31	3052-3053	/	*[787]	SOFTWARE[787]
20-32	3053-3076	1c\_VsDVC92WnvI92v8cldsg	*[787]	SOFTWARE[787]
20-33	3076-3077	?	*[787]	SOFTWARE[787]

#Text=pwd=t9c7)\|    \| :-----------: \| :-----------: \|   ## Pre-trained Models and Shadow Removal Results: \[\[Dropbox\]\](https://www.dropbox.com/sh/346iirg55e1qnir/AADqxEu8vyj4KfKR0wOfELjKa?
21-1	3077-3080	pwd	*[787]	SOFTWARE[787]
21-2	3080-3081	=	*[787]	SOFTWARE[787]
21-3	3081-3085	t9c7	*[787]	SOFTWARE[787]
21-4	3085-3086	)	*[787]	SOFTWARE[787]
21-5	3086-3087	\|	*[787]	SOFTWARE[787]
21-6	3091-3092	\|	*[787]	SOFTWARE[787]
21-7	3093-3094	:	*[787]	SOFTWARE[787]
21-8	3094-3095	-	*[787]	SOFTWARE[787]
21-9	3095-3096	-	*[787]	SOFTWARE[787]
21-10	3096-3097	-	*[787]	SOFTWARE[787]
21-11	3097-3098	-	*[787]	SOFTWARE[787]
21-12	3098-3099	-	*[787]	SOFTWARE[787]
21-13	3099-3100	-	*[787]	SOFTWARE[787]
21-14	3100-3101	-	*[787]	SOFTWARE[787]
21-15	3101-3102	-	*[787]	SOFTWARE[787]
21-16	3102-3103	-	*[787]	SOFTWARE[787]
21-17	3103-3104	-	*[787]	SOFTWARE[787]
21-18	3104-3105	-	*[787]	SOFTWARE[787]
21-19	3105-3106	:	*[787]	SOFTWARE[787]
21-20	3107-3108	\|	*[787]	SOFTWARE[787]
21-21	3109-3110	:	*[787]	SOFTWARE[787]
21-22	3110-3111	-	*[787]	SOFTWARE[787]
21-23	3111-3112	-	*[787]	SOFTWARE[787]
21-24	3112-3113	-	*[787]	SOFTWARE[787]
21-25	3113-3114	-	*[787]	SOFTWARE[787]
21-26	3114-3115	-	*[787]	SOFTWARE[787]
21-27	3115-3116	-	*[787]	SOFTWARE[787]
21-28	3116-3117	-	*[787]	SOFTWARE[787]
21-29	3117-3118	-	*[787]	SOFTWARE[787]
21-30	3118-3119	-	*[787]	SOFTWARE[787]
21-31	3119-3120	-	*[787]	SOFTWARE[787]
21-32	3120-3121	-	*[787]	SOFTWARE[787]
21-33	3121-3122	:	*[787]	SOFTWARE[787]
21-34	3123-3124	\|	*[787]	SOFTWARE[787]
21-35	3127-3128	#	*[787]	SOFTWARE[787]
21-36	3128-3129	#	*[787]	SOFTWARE[787]
21-37	3130-3141	Pre-trained	*[787]	SOFTWARE[787]
21-38	3142-3148	Models	*[787]	SOFTWARE[787]
21-39	3149-3152	and	*[787]	SOFTWARE[787]
21-40	3153-3159	Shadow	*[787]	SOFTWARE[787]
21-41	3160-3167	Removal	*[787]	SOFTWARE[787]
21-42	3168-3175	Results	*[787]	SOFTWARE[787]
21-43	3175-3176	:	*[787]	SOFTWARE[787]
21-44	3177-3178	\[	*[787]	SOFTWARE[787]
21-45	3178-3179	\[	*[787]	SOFTWARE[787]
21-46	3179-3186	Dropbox	*[787]	SOFTWARE[787]
21-47	3186-3187	\]	*[787]	SOFTWARE[787]
21-48	3187-3188	\]	*[787]	SOFTWARE[787]
21-49	3188-3189	(	*[787]	SOFTWARE[787]
21-50	3189-3194	https	*[787]	SOFTWARE[787]
21-51	3194-3195	:	*[787]	SOFTWARE[787]
21-52	3195-3196	/	*[787]	SOFTWARE[787]
21-53	3196-3197	/	*[787]	SOFTWARE[787]
21-54	3197-3212	www.dropbox.com	*[787]	SOFTWARE[787]
21-55	3212-3213	/	*[787]	SOFTWARE[787]
21-56	3213-3215	sh	*[787]	SOFTWARE[787]
21-57	3215-3216	/	*[787]	SOFTWARE[787]
21-58	3216-3231	346iirg55e1qnir	*[787]	SOFTWARE[787]
21-59	3231-3232	/	*[787]	SOFTWARE[787]
21-60	3232-3257	AADqxEu8vyj4KfKR0wOfELjKa	*[787]	SOFTWARE[787]
21-61	3257-3258	?	*[787]	SOFTWARE[787]

#Text=dl=0) \| \[\[BaiduPan(code:gr59)\]\](https://pan.baidu.com/s/1EyYvjeu6AnJuY3wEuJS74A?
22-1	3258-3260	dl	*[787]	SOFTWARE[787]
22-2	3260-3261	=	*[787]	SOFTWARE[787]
22-3	3261-3262	0	*[787]	SOFTWARE[787]
22-4	3262-3263	)	*[787]	SOFTWARE[787]
22-5	3264-3265	\|	*[787]	SOFTWARE[787]
22-6	3266-3267	\[	*[787]	SOFTWARE[787]
22-7	3267-3268	\[	*[787]	SOFTWARE[787]
22-8	3268-3276	BaiduPan	*[787]	SOFTWARE[787]
22-9	3276-3277	(	*[787]	SOFTWARE[787]
22-10	3277-3281	code	*[787]	SOFTWARE[787]
22-11	3281-3282	:	*[787]	SOFTWARE[787]
22-12	3282-3286	gr59	*[787]	SOFTWARE[787]
22-13	3286-3287	)	*[787]	SOFTWARE[787]
22-14	3287-3288	\]	*[787]	SOFTWARE[787]
22-15	3288-3289	\]	*[787]	SOFTWARE[787]
22-16	3289-3290	(	*[787]	SOFTWARE[787]
22-17	3290-3295	https	*[787]	SOFTWARE[787]
22-18	3295-3296	:	*[787]	SOFTWARE[787]
22-19	3296-3297	/	*[787]	SOFTWARE[787]
22-20	3297-3298	/	*[787]	SOFTWARE[787]
22-21	3298-3311	pan.baidu.com	*[787]	SOFTWARE[787]
22-22	3311-3312	/	*[787]	SOFTWARE[787]
22-23	3312-3313	s	*[787]	SOFTWARE[787]
22-24	3313-3314	/	*[787]	SOFTWARE[787]
22-25	3314-3337	1EyYvjeu6AnJuY3wEuJS74A	*[787]	SOFTWARE[787]
22-26	3337-3338	?	*[787]	SOFTWARE[787]

#Text=pwd=gr59)  \| Dataset  \| Model Dropbox \| Model BaiduPan \| Model Put in Path\| Results Dropbox \| Results BaiduPan \| \| :----: \| :-----------: \| :----------: \|:---------------: \|  :----------: \|:---------------: \|  \| SRD \| \[\[Dropbox\]\](https://www.dropbox.com/scl/fi/icj273vu98w1l9zzwjxt7/SRD\_params\_0500000.pt?
23-1	3338-3341	pwd	*[787]	SOFTWARE[787]
23-2	3341-3342	=	*[787]	SOFTWARE[787]
23-3	3342-3346	gr59	*[787]	SOFTWARE[787]
23-4	3346-3347	)	*[787]	SOFTWARE[787]
23-5	3349-3350	\|	*[787]	SOFTWARE[787]
23-6	3351-3358	Dataset	*[787]	SOFTWARE[787]
23-7	3360-3361	\|	*[787]	SOFTWARE[787]
23-8	3362-3367	Model	*[787]	SOFTWARE[787]
23-9	3368-3375	Dropbox	*[787]	SOFTWARE[787]
23-10	3376-3377	\|	*[787]	SOFTWARE[787]
23-11	3378-3383	Model	*[787]	SOFTWARE[787]
23-12	3384-3392	BaiduPan	*[787]	SOFTWARE[787]
23-13	3393-3394	\|	*[787]	SOFTWARE[787]
23-14	3395-3400	Model	*[787]	SOFTWARE[787]
23-15	3401-3404	Put	*[787]	SOFTWARE[787]
23-16	3405-3407	in	*[787]	SOFTWARE[787]
23-17	3408-3412	Path	*[787]	SOFTWARE[787]
23-18	3412-3413	\|	*[787]	SOFTWARE[787]
23-19	3414-3421	Results	*[787]	SOFTWARE[787]
23-20	3422-3429	Dropbox	*[787]	SOFTWARE[787]
23-21	3430-3431	\|	*[787]	SOFTWARE[787]
23-22	3432-3439	Results	*[787]	SOFTWARE[787]
23-23	3440-3448	BaiduPan	*[787]	SOFTWARE[787]
23-24	3449-3450	\|	*[787]	SOFTWARE[787]
23-25	3451-3452	\|	*[787]	SOFTWARE[787]
23-26	3453-3454	:	*[787]	SOFTWARE[787]
23-27	3454-3455	-	*[787]	SOFTWARE[787]
23-28	3455-3456	-	*[787]	SOFTWARE[787]
23-29	3456-3457	-	*[787]	SOFTWARE[787]
23-30	3457-3458	-	*[787]	SOFTWARE[787]
23-31	3458-3459	:	*[787]	SOFTWARE[787]
23-32	3460-3461	\|	*[787]	SOFTWARE[787]
23-33	3462-3463	:	*[787]	SOFTWARE[787]
23-34	3463-3464	-	*[787]	SOFTWARE[787]
23-35	3464-3465	-	*[787]	SOFTWARE[787]
23-36	3465-3466	-	*[787]	SOFTWARE[787]
23-37	3466-3467	-	*[787]	SOFTWARE[787]
23-38	3467-3468	-	*[787]	SOFTWARE[787]
23-39	3468-3469	-	*[787]	SOFTWARE[787]
23-40	3469-3470	-	*[787]	SOFTWARE[787]
23-41	3470-3471	-	*[787]	SOFTWARE[787]
23-42	3471-3472	-	*[787]	SOFTWARE[787]
23-43	3472-3473	-	*[787]	SOFTWARE[787]
23-44	3473-3474	-	*[787]	SOFTWARE[787]
23-45	3474-3475	:	*[787]	SOFTWARE[787]
23-46	3476-3477	\|	*[787]	SOFTWARE[787]
23-47	3478-3479	:	*[787]	SOFTWARE[787]
23-48	3479-3480	-	*[787]	SOFTWARE[787]
23-49	3480-3481	-	*[787]	SOFTWARE[787]
23-50	3481-3482	-	*[787]	SOFTWARE[787]
23-51	3482-3483	-	*[787]	SOFTWARE[787]
23-52	3483-3484	-	*[787]	SOFTWARE[787]
23-53	3484-3485	-	*[787]	SOFTWARE[787]
23-54	3485-3486	-	*[787]	SOFTWARE[787]
23-55	3486-3487	-	*[787]	SOFTWARE[787]
23-56	3487-3488	-	*[787]	SOFTWARE[787]
23-57	3488-3489	-	*[787]	SOFTWARE[787]
23-58	3489-3490	:	*[787]	SOFTWARE[787]
23-59	3491-3492	\|	*[787]	SOFTWARE[787]
23-60	3492-3493	:	*[787]	SOFTWARE[787]
23-61	3493-3494	-	*[787]	SOFTWARE[787]
23-62	3494-3495	-	*[787]	SOFTWARE[787]
23-63	3495-3496	-	*[787]	SOFTWARE[787]
23-64	3496-3497	-	*[787]	SOFTWARE[787]
23-65	3497-3498	-	*[787]	SOFTWARE[787]
23-66	3498-3499	-	*[787]	SOFTWARE[787]
23-67	3499-3500	-	*[787]	SOFTWARE[787]
23-68	3500-3501	-	*[787]	SOFTWARE[787]
23-69	3501-3502	-	*[787]	SOFTWARE[787]
23-70	3502-3503	-	*[787]	SOFTWARE[787]
23-71	3503-3504	-	*[787]	SOFTWARE[787]
23-72	3504-3505	-	*[787]	SOFTWARE[787]
23-73	3505-3506	-	*[787]	SOFTWARE[787]
23-74	3506-3507	-	*[787]	SOFTWARE[787]
23-75	3507-3508	-	*[787]	SOFTWARE[787]
23-76	3508-3509	:	*[787]	SOFTWARE[787]
23-77	3510-3511	\|	*[787]	SOFTWARE[787]
23-78	3513-3514	:	*[787]	SOFTWARE[787]
23-79	3514-3515	-	*[787]	SOFTWARE[787]
23-80	3515-3516	-	*[787]	SOFTWARE[787]
23-81	3516-3517	-	*[787]	SOFTWARE[787]
23-82	3517-3518	-	*[787]	SOFTWARE[787]
23-83	3518-3519	-	*[787]	SOFTWARE[787]
23-84	3519-3520	-	*[787]	SOFTWARE[787]
23-85	3520-3521	-	*[787]	SOFTWARE[787]
23-86	3521-3522	-	*[787]	SOFTWARE[787]
23-87	3522-3523	-	*[787]	SOFTWARE[787]
23-88	3523-3524	-	*[787]	SOFTWARE[787]
23-89	3524-3525	:	*[787]	SOFTWARE[787]
23-90	3526-3527	\|	*[787]	SOFTWARE[787]
23-91	3527-3528	:	*[787]	SOFTWARE[787]
23-92	3528-3529	-	*[787]	SOFTWARE[787]
23-93	3529-3530	-	*[787]	SOFTWARE[787]
23-94	3530-3531	-	*[787]	SOFTWARE[787]
23-95	3531-3532	-	*[787]	SOFTWARE[787]
