#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=## Accurate 3D Face Reconstruction with Weakly-Supervised Learning: From Single Image to Image Set ##  <p align="center">  <img src="/images/example.gif"> </p>  ### \*\*\_\\\*\\\*\\\*07/20/2021: A \[PyTorch implementation\](https://github.com/sicxu/Deep3DFaceRecon\_pytorch) which has much better performance and is much easier to use is available now.
1-1	0-1	#	*[523]|*[785]	SOFTWARE[523]|SOFTWARE[785]
68-12	7191-7199	obtained	*[785]	SOFTWARE[785]
68-13	7200-7205	after	*[785]	SOFTWARE[785]
68-14	7206-7213	running	*[785]	SOFTWARE[785]
68-15	7214-7217	the	*[785]	SOFTWARE[785]
68-16	7218-7222	demo	*[785]	SOFTWARE[785]
68-17	7223-7227	code	*[785]	SOFTWARE[785]
68-18	7227-7228	:	*[785]	SOFTWARE[785]
68-19	7230-7231	-	*[785]	SOFTWARE[785]
68-20	7232-7233	"	*[785]	SOFTWARE[785]
68-21	7233-7240	xxx.mat	*[785]	SOFTWARE[785]
68-22	7240-7241	"	*[785]	SOFTWARE[785]
68-23	7242-7243	:	*[785]	SOFTWARE[785]
68-24	7247-7248	-	*[785]	SOFTWARE[785]
68-25	7249-7260	cropped\_img	*[785]	SOFTWARE[785]
68-26	7260-7261	:	*[785]	SOFTWARE[785]
68-27	7262-7264	an	*[785]	SOFTWARE[785]
68-28	7265-7268	RGB	*[785]	SOFTWARE[785]
68-29	7269-7274	image	*[785]	SOFTWARE[785]
68-30	7275-7280	after	*[785]	SOFTWARE[785]
68-31	7281-7290	alignment	*[785]	SOFTWARE[785]
68-32	7290-7291	,	*[785]	SOFTWARE[785]
68-33	7292-7297	which	*[785]	SOFTWARE[785]
68-34	7298-7300	is	*[785]	SOFTWARE[785]
68-35	7301-7304	the	*[785]	SOFTWARE[785]
68-36	7305-7310	input	*[785]	SOFTWARE[785]
68-37	7311-7313	to	*[785]	SOFTWARE[785]
68-38	7314-7317	the	*[785]	SOFTWARE[785]
68-39	7318-7323	R-Net	*[785]	SOFTWARE[785]
68-40	7326-7327	-	*[785]	SOFTWARE[785]
68-41	7328-7337	recon\_img	*[785]	SOFTWARE[785]
68-42	7337-7338	:	*[785]	SOFTWARE[785]
68-43	7339-7341	an	*[785]	SOFTWARE[785]
68-44	7342-7346	RGBA	*[785]	SOFTWARE[785]
68-45	7347-7361	reconstruction	*[785]	SOFTWARE[785]
68-46	7362-7367	image	*[785]	SOFTWARE[785]
68-47	7368-7375	aligned	*[785]	SOFTWARE[785]
68-48	7376-7380	with	*[785]	SOFTWARE[785]
68-49	7381-7384	the	*[785]	SOFTWARE[785]
68-50	7385-7390	input	*[785]	SOFTWARE[785]
68-51	7391-7396	image	*[785]	SOFTWARE[785]
68-52	7397-7398	(	*[785]	SOFTWARE[785]
68-53	7398-7402	only	*[785]	SOFTWARE[785]
68-54	7403-7405	on	*[785]	SOFTWARE[785]
68-55	7406-7411	Linux	*[785]	SOFTWARE[785]
68-56	7411-7412	)	*[785]	SOFTWARE[785]

#Text=.
69-1	7412-7413	.	*[785]	SOFTWARE[785]

#Text=- coeff: output coefficients of R-Net
70-1	7416-7417	-	*[785]	SOFTWARE[785]
70-2	7418-7423	coeff	*[785]	SOFTWARE[785]
70-3	7423-7424	:	*[785]	SOFTWARE[785]
70-4	7425-7431	output	*[785]	SOFTWARE[785]
70-5	7432-7444	coefficients	*[785]	SOFTWARE[785]
70-6	7445-7447	of	*[785]	SOFTWARE[785]
70-7	7448-7453	R-Net	*[785]	SOFTWARE[785]

#Text=.
71-1	7453-7454	.	*[785]	SOFTWARE[785]

#Text=- face\_shape: vertex positions of 3D face in the world coordinate
72-1	7457-7458	-	*[785]	SOFTWARE[785]
72-2	7459-7469	face\_shape	*[785]	SOFTWARE[785]
72-3	7469-7470	:	*[785]	SOFTWARE[785]
72-4	7471-7477	vertex	*[785]	SOFTWARE[785]
72-5	7478-7487	positions	*[785]	SOFTWARE[785]
72-6	7488-7490	of	*[785]	SOFTWARE[785]
72-7	7491-7493	3D	*[785]	SOFTWARE[785]
72-8	7494-7498	face	*[785]	SOFTWARE[785]
72-9	7499-7501	in	*[785]	SOFTWARE[785]
72-10	7502-7505	the	*[785]	SOFTWARE[785]
72-11	7506-7511	world	*[785]	SOFTWARE[785]
72-12	7512-7522	coordinate	*[785]	SOFTWARE[785]

#Text=.
73-1	7522-7523	.	*[785]	SOFTWARE[785]

#Text=- face\_texture: vertex texture of 3D face, which excludes lighting effect
74-1	7526-7527	-	*[785]	SOFTWARE[785]
74-2	7528-7540	face\_texture	*[785]	SOFTWARE[785]
74-3	7540-7541	:	*[785]	SOFTWARE[785]
74-4	7542-7548	vertex	*[785]	SOFTWARE[785]
74-5	7549-7556	texture	*[785]	SOFTWARE[785]
74-6	7557-7559	of	*[785]	SOFTWARE[785]
74-7	7560-7562	3D	*[785]	SOFTWARE[785]
74-8	7563-7567	face	*[785]	SOFTWARE[785]
74-9	7567-7568	,	*[785]	SOFTWARE[785]
74-10	7569-7574	which	*[785]	SOFTWARE[785]
74-11	7575-7583	excludes	*[785]	SOFTWARE[785]
74-12	7584-7592	lighting	*[785]	SOFTWARE[785]
74-13	7593-7599	effect	*[785]	SOFTWARE[785]

#Text=.
75-1	7599-7600	.	*[785]	SOFTWARE[785]

#Text=- face\_color: vertex color of 3D face, which takes lighting into consideration
76-1	7603-7604	-	*[785]	SOFTWARE[785]
76-2	7605-7615	face\_color	*[785]	SOFTWARE[785]
76-3	7615-7616	:	*[785]	SOFTWARE[785]
76-4	7617-7623	vertex	*[785]	SOFTWARE[785]
76-5	7624-7629	color	*[785]	SOFTWARE[785]
76-6	7630-7632	of	*[785]	SOFTWARE[785]
76-7	7633-7635	3D	*[785]	SOFTWARE[785]
76-8	7636-7640	face	*[785]	SOFTWARE[785]
76-9	7640-7641	,	*[785]	SOFTWARE[785]
76-10	7642-7647	which	*[785]	SOFTWARE[785]
76-11	7648-7653	takes	*[785]	SOFTWARE[785]
76-12	7654-7662	lighting	*[785]	SOFTWARE[785]
76-13	7663-7667	into	*[785]	SOFTWARE[785]
76-14	7668-7681	consideration	*[785]	SOFTWARE[785]

#Text=.
77-1	7681-7682	.	*[785]	SOFTWARE[785]

#Text=- lm\\\_68p: 68 2D facial landmarks derived from the reconstructed 3D face.
78-1	7685-7686	-	*[785]	SOFTWARE[785]
78-2	7687-7689	lm	*[785]	SOFTWARE[785]
78-3	7689-7690	\\	*[785]	SOFTWARE[785]
78-4	7690-7691	\_	*[785]	SOFTWARE[785]
78-5	7691-7694	68p	*[785]	SOFTWARE[785]
78-6	7694-7695	:	*[785]	SOFTWARE[785]
78-7	7696-7698	68	*[785]	SOFTWARE[785]
78-8	7699-7701	2D	*[785]	SOFTWARE[785]
78-9	7702-7708	facial	*[785]	SOFTWARE[785]
78-10	7709-7718	landmarks	*[785]	SOFTWARE[785]
78-11	7719-7726	derived	*[785]	SOFTWARE[785]
78-12	7727-7731	from	*[785]	SOFTWARE[785]
78-13	7732-7735	the	*[785]	SOFTWARE[785]
78-14	7736-7749	reconstructed	*[785]	SOFTWARE[785]
78-15	7750-7752	3D	*[785]	SOFTWARE[785]
78-16	7753-7757	face	*[785]	SOFTWARE[785]
78-17	7757-7758	.	*[785]	SOFTWARE[785]

#Text=The landmarks are aligned with cropped\_img
79-1	7759-7762	The	*[785]	SOFTWARE[785]
79-2	7763-7772	landmarks	*[785]	SOFTWARE[785]
79-3	7773-7776	are	*[785]	SOFTWARE[785]
79-4	7777-7784	aligned	*[785]	SOFTWARE[785]
79-5	7785-7789	with	*[785]	SOFTWARE[785]
79-6	7790-7801	cropped\_img	*[785]	SOFTWARE[785]

#Text=.
80-1	7801-7802	.	*[785]	SOFTWARE[785]

#Text=- lm\\\_5p: 5 detected landmarks aligned with cropped\_img
81-1	7805-7806	-	*[785]	SOFTWARE[785]
81-2	7807-7809	lm	*[785]	SOFTWARE[785]
81-3	7809-7810	\\	*[785]	SOFTWARE[785]
81-4	7810-7811	\_	*[785]	SOFTWARE[785]
81-5	7811-7813	5p	*[785]	SOFTWARE[785]
81-6	7813-7814	:	*[785]	SOFTWARE[785]
81-7	7815-7816	5	*[785]	SOFTWARE[785]
81-8	7817-7825	detected	*[785]	SOFTWARE[785]
81-9	7826-7835	landmarks	*[785]	SOFTWARE[785]
81-10	7836-7843	aligned	*[785]	SOFTWARE[785]
81-11	7844-7848	with	*[785]	SOFTWARE[785]
81-12	7849-7860	cropped\_img	*[785]	SOFTWARE[785]

#Text=.
82-1	7860-7861	.	*[785]	SOFTWARE[785]

#Text=- "xxx\_mesh.obj" : 3D face mesh in the world coordinate (best viewed in MeshLab).  ### Training requirements ###  - Training is only supported on Linux.
83-1	7864-7865	-	*[785]	SOFTWARE[785]
83-2	7866-7867	"	*[785]	SOFTWARE[785]
83-3	7867-7879	xxx\_mesh.obj	*[785]	SOFTWARE[785]
83-4	7879-7880	"	*[785]	SOFTWARE[785]
83-5	7881-7882	:	*[785]	SOFTWARE[785]
83-6	7883-7885	3D	*[785]	SOFTWARE[785]
83-7	7886-7890	face	*[785]	SOFTWARE[785]
83-8	7891-7895	mesh	*[785]	SOFTWARE[785]
83-9	7896-7898	in	*[785]	SOFTWARE[785]
83-10	7899-7902	the	*[785]	SOFTWARE[785]
83-11	7903-7908	world	*[785]	SOFTWARE[785]
83-12	7909-7919	coordinate	*[785]	SOFTWARE[785]
83-13	7920-7921	(	*[785]	SOFTWARE[785]
83-14	7921-7925	best	*[785]	SOFTWARE[785]
83-15	7926-7932	viewed	*[785]	SOFTWARE[785]
83-16	7933-7935	in	*[785]	SOFTWARE[785]
83-17	7936-7943	MeshLab	*[785]	SOFTWARE[785]
83-18	7943-7944	)	*[785]	SOFTWARE[785]
83-19	7944-7945	.	*[785]	SOFTWARE[785]
83-20	7947-7948	#	*[785]	SOFTWARE[785]
83-21	7948-7949	#	*[785]	SOFTWARE[785]
83-22	7949-7950	#	*[785]	SOFTWARE[785]
83-23	7951-7959	Training	*[785]	SOFTWARE[785]
83-24	7960-7972	requirements	*[785]	SOFTWARE[785]
83-25	7973-7974	#	*[785]	SOFTWARE[785]
83-26	7974-7975	#	*[785]	SOFTWARE[785]
83-27	7975-7976	#	*[785]	SOFTWARE[785]
83-28	7978-7979	-	*[785]	SOFTWARE[785]
83-29	7980-7988	Training	*[785]	SOFTWARE[785]
83-30	7989-7991	is	*[785]	SOFTWARE[785]
83-31	7992-7996	only	*[785]	SOFTWARE[785]
83-32	7997-8006	supported	*[785]	SOFTWARE[785]
83-33	8007-8009	on	*[785]	SOFTWARE[785]
83-34	8010-8015	Linux	*[785]	SOFTWARE[785]
83-35	8015-8016	.	*[785]	SOFTWARE[785]

#Text=To train new model from scratch, more requirements are needed on top of the requirements listed in the testing stage. - \[Facenet\](https://github.com/davidsandberg/facenet) provided by  Sandberg et al.
84-1	8017-8019	To	*[785]	SOFTWARE[785]
84-2	8020-8025	train	*[785]	SOFTWARE[785]
84-3	8026-8029	new	*[785]	SOFTWARE[785]
84-4	8030-8035	model	*[785]	SOFTWARE[785]
84-5	8036-8040	from	*[785]	SOFTWARE[785]
84-6	8041-8048	scratch	*[785]	SOFTWARE[785]
84-7	8048-8049	,	*[785]	SOFTWARE[785]
84-8	8050-8054	more	*[785]	SOFTWARE[785]
84-9	8055-8067	requirements	*[785]	SOFTWARE[785]
84-10	8068-8071	are	*[785]	SOFTWARE[785]
84-11	8072-8078	needed	*[785]	SOFTWARE[785]
84-12	8079-8081	on	*[785]	SOFTWARE[785]
84-13	8082-8085	top	*[785]	SOFTWARE[785]
84-14	8086-8088	of	*[785]	SOFTWARE[785]
84-15	8089-8092	the	*[785]	SOFTWARE[785]
84-16	8093-8105	requirements	*[785]	SOFTWARE[785]
84-17	8106-8112	listed	*[785]	SOFTWARE[785]
84-18	8113-8115	in	*[785]	SOFTWARE[785]
84-19	8116-8119	the	*[785]	SOFTWARE[785]
84-20	8120-8127	testing	*[785]	SOFTWARE[785]
84-21	8128-8133	stage	*[785]	SOFTWARE[785]
84-22	8133-8134	.	*[785]	SOFTWARE[785]
84-23	8135-8136	-	*[785]	SOFTWARE[785]
84-24	8137-8138	\[	*[785]	SOFTWARE[785]
84-25	8138-8145	Facenet	*[785]	SOFTWARE[785]
84-26	8145-8146	\]	*[785]	SOFTWARE[785]
84-27	8146-8147	(	*[785]	SOFTWARE[785]
84-28	8147-8152	https	*[785]	SOFTWARE[785]
84-29	8152-8153	:	*[785]	SOFTWARE[785]
84-30	8153-8154	/	*[785]	SOFTWARE[785]
84-31	8154-8155	/	*[785]	SOFTWARE[785]
84-32	8155-8165	github.com	*[785]	SOFTWARE[785]
84-33	8165-8166	/	*[785]	SOFTWARE[785]
84-34	8166-8179	davidsandberg	*[785]	SOFTWARE[785]
84-35	8179-8180	/	*[785]	SOFTWARE[785]
84-36	8180-8187	facenet	*[785]	SOFTWARE[785]
84-37	8187-8188	)	*[785]	SOFTWARE[785]
84-38	8189-8197	provided	*[785]	SOFTWARE[785]
84-39	8198-8200	by	*[785]	SOFTWARE[785]
84-40	8202-8210	Sandberg	*[785]	SOFTWARE[785]
84-41	8211-8213	et	*[785]	SOFTWARE[785]
84-42	8214-8216	al	*[785]	SOFTWARE[785]
84-43	8216-8217	.	*[785]	SOFTWARE[785]

#Text=In our paper, we use a network to exrtact perceptual face features.
85-1	8218-8220	In	*[785]	SOFTWARE[785]
85-2	8221-8224	our	*[785]	SOFTWARE[785]
85-3	8225-8230	paper	*[785]	SOFTWARE[785]
85-4	8230-8231	,	*[785]	SOFTWARE[785]
85-5	8232-8234	we	*[785]	SOFTWARE[785]
85-6	8235-8238	use	*[785]	SOFTWARE[785]
85-7	8239-8240	a	*[785]	SOFTWARE[785]
85-8	8241-8248	network	*[785]	SOFTWARE[785]
85-9	8249-8251	to	*[785]	SOFTWARE[785]
85-10	8252-8259	exrtact	*[785]	SOFTWARE[785]
85-11	8260-8270	perceptual	*[785]	SOFTWARE[785]
85-12	8271-8275	face	*[785]	SOFTWARE[785]
85-13	8276-8284	features	*[785]	SOFTWARE[785]
85-14	8284-8285	.	*[785]	SOFTWARE[785]

#Text=This network model cannot be publicly released.
86-1	8286-8290	This	*[785]	SOFTWARE[785]
86-2	8291-8298	network	*[785]	SOFTWARE[785]
86-3	8299-8304	model	*[785]	SOFTWARE[785]
86-4	8305-8311	cannot	*[785]	SOFTWARE[785]
86-5	8312-8314	be	*[785]	SOFTWARE[785]
86-6	8315-8323	publicly	*[785]	SOFTWARE[785]
86-7	8324-8332	released	*[785]	SOFTWARE[785]
86-8	8332-8333	.	*[785]	SOFTWARE[785]

#Text=As an alternative, we recommend using the Facenet from Sandberg et al.
87-1	8334-8336	As	*[785]	SOFTWARE[785]
87-2	8337-8339	an	*[785]	SOFTWARE[785]
87-3	8340-8351	alternative	*[785]	SOFTWARE[785]
87-4	8351-8352	,	*[785]	SOFTWARE[785]
87-5	8353-8355	we	*[785]	SOFTWARE[785]
87-6	8356-8365	recommend	*[785]	SOFTWARE[785]
87-7	8366-8371	using	*[785]	SOFTWARE[785]
87-8	8372-8375	the	*[785]	SOFTWARE[785]
87-9	8376-8383	Facenet	*[785]	SOFTWARE[785]
87-10	8384-8388	from	*[785]	SOFTWARE[785]
87-11	8389-8397	Sandberg	*[785]	SOFTWARE[785]
87-12	8398-8400	et	*[785]	SOFTWARE[785]
87-13	8401-8403	al	*[785]	SOFTWARE[785]
87-14	8403-8404	.	*[785]	SOFTWARE[785]

#Text=This repo uses the version \[20170512-110547\](https://github.com/davidsandberg/facenet/blob/529c3b0b5fc8da4e0f48d2818906120f2e5687e6/README.md) trained on MS-Celeb-1M.
88-1	8405-8409	This	*[785]	SOFTWARE[785]
88-2	8410-8414	repo	*[785]	SOFTWARE[785]
88-3	8415-8419	uses	*[785]	SOFTWARE[785]
88-4	8420-8423	the	*[785]	SOFTWARE[785]
88-5	8424-8431	version	*[785]	SOFTWARE[785]
88-6	8432-8433	\[	*[785]	SOFTWARE[785]
88-7	8433-8441	20170512	*[785]	SOFTWARE[785]
88-8	8441-8442	-	*[785]	SOFTWARE[785]
88-9	8442-8448	110547	*[785]	SOFTWARE[785]
88-10	8448-8449	\]	*[785]	SOFTWARE[785]
88-11	8449-8450	(	*[785]	SOFTWARE[785]
88-12	8450-8455	https	*[785]	SOFTWARE[785]
88-13	8455-8456	:	*[785]	SOFTWARE[785]
88-14	8456-8457	/	*[785]	SOFTWARE[785]
88-15	8457-8458	/	*[785]	SOFTWARE[785]
88-16	8458-8468	github.com	*[785]	SOFTWARE[785]
88-17	8468-8469	/	*[785]	SOFTWARE[785]
88-18	8469-8482	davidsandberg	*[785]	SOFTWARE[785]
88-19	8482-8483	/	*[785]	SOFTWARE[785]
88-20	8483-8490	facenet	*[785]	SOFTWARE[785]
88-21	8490-8491	/	*[785]	SOFTWARE[785]
88-22	8491-8495	blob	*[785]	SOFTWARE[785]
88-23	8495-8496	/	*[785]	SOFTWARE[785]
88-24	8496-8536	529c3b0b5fc8da4e0f48d2818906120f2e5687e6	*[785]	SOFTWARE[785]
88-25	8536-8537	/	*[785]	SOFTWARE[785]
88-26	8537-8546	README.md	*[785]	SOFTWARE[785]
88-27	8546-8547	)	*[785]	SOFTWARE[785]
88-28	8548-8555	trained	*[785]	SOFTWARE[785]
88-29	8556-8558	on	*[785]	SOFTWARE[785]
88-30	8559-8567	MS-Celeb	*[785]	SOFTWARE[785]
88-31	8567-8568	-	*[785]	SOFTWARE[785]
88-32	8568-8570	1M	*[785]	SOFTWARE[785]
88-33	8570-8571	.	*[785]	SOFTWARE[785]

#Text=Training process has been tested with this model to ensure similar results. - \[Resnet50-v1\](https://github.com/tensorflow/models/blob/master/research/slim/README.md) pre-trained on ImageNet from Tensorflow Slim.
89-1	8572-8580	Training	*[785]	SOFTWARE[785]
89-2	8581-8588	process	*[785]	SOFTWARE[785]
89-3	8589-8592	has	*[785]	SOFTWARE[785]
89-4	8593-8597	been	*[785]	SOFTWARE[785]
89-5	8598-8604	tested	*[785]	SOFTWARE[785]
89-6	8605-8609	with	*[785]	SOFTWARE[785]
89-7	8610-8614	this	*[785]	SOFTWARE[785]
89-8	8615-8620	model	*[785]	SOFTWARE[785]
89-9	8621-8623	to	*[785]	SOFTWARE[785]
89-10	8624-8630	ensure	*[785]	SOFTWARE[785]
89-11	8631-8638	similar	*[785]	SOFTWARE[785]
89-12	8639-8646	results	*[785]	SOFTWARE[785]
89-13	8646-8647	.	*[785]	SOFTWARE[785]
89-14	8648-8649	-	*[785]	SOFTWARE[785]
89-15	8650-8651	\[	*[785]	SOFTWARE[785]
89-16	8651-8659	Resnet50	*[785]	SOFTWARE[785]
89-17	8659-8660	-	*[785]	SOFTWARE[785]
89-18	8660-8662	v1	*[785]	SOFTWARE[785]
89-19	8662-8663	\]	*[785]	SOFTWARE[785]
89-20	8663-8664	(	*[785]	SOFTWARE[785]
89-21	8664-8669	https	*[785]	SOFTWARE[785]
89-22	8669-8670	:	*[785]	SOFTWARE[785]
89-23	8670-8671	/	*[785]	SOFTWARE[785]
89-24	8671-8672	/	*[785]	SOFTWARE[785]
89-25	8672-8682	github.com	*[785]	SOFTWARE[785]
89-26	8682-8683	/	*[785]	SOFTWARE[785]
89-27	8683-8693	tensorflow	*[785]	SOFTWARE[785]
89-28	8693-8694	/	*[785]	SOFTWARE[785]
89-29	8694-8700	models	*[785]	SOFTWARE[785]
89-30	8700-8701	/	*[785]	SOFTWARE[785]
89-31	8701-8705	blob	*[785]	SOFTWARE[785]
89-32	8705-8706	/	*[785]	SOFTWARE[785]
89-33	8706-8712	master	*[785]	SOFTWARE[785]
89-34	8712-8713	/	*[785]	SOFTWARE[785]
89-35	8713-8721	research	*[785]	SOFTWARE[785]
89-36	8721-8722	/	*[785]	SOFTWARE[785]
89-37	8722-8726	slim	*[785]	SOFTWARE[785]
89-38	8726-8727	/	*[785]	SOFTWARE[785]
89-39	8727-8736	README.md	*[785]	SOFTWARE[785]
89-40	8736-8737	)	*[785]	SOFTWARE[785]
89-41	8738-8749	pre-trained	*[785]	SOFTWARE[785]
89-42	8750-8752	on	*[785]	SOFTWARE[785]
89-43	8753-8761	ImageNet	*[785]	SOFTWARE[785]
89-44	8762-8766	from	*[785]	SOFTWARE[785]
89-45	8767-8777	Tensorflow	*[785]	SOFTWARE[785]
89-46	8778-8782	Slim	*[785]	SOFTWARE[785]
89-47	8782-8783	.	*[785]	SOFTWARE[785]

#Text=We use the version resnet\_v1\_50\_2016\_08\_28.tar.gz as an initialization of the face reconstruction network. - \[68-facial-landmark detector\](https://drive.google.com/file/d/1KYFeTb963jg0F47sTiwqDdhBIvRlUkPa/view?
90-1	8784-8786	We	*[785]	SOFTWARE[785]
90-2	8787-8790	use	*[785]	SOFTWARE[785]
90-3	8791-8794	the	*[785]	SOFTWARE[785]
90-4	8795-8802	version	*[785]	SOFTWARE[785]
90-5	8803-8812	resnet\_v1	*[785]	SOFTWARE[785]
90-6	8812-8813	\_	*[785]	SOFTWARE[785]
90-7	8813-8815	50	*[785]	SOFTWARE[785]
90-8	8815-8816	\_	*[785]	SOFTWARE[785]
90-9	8816-8820	2016	*[785]	SOFTWARE[785]
90-10	8820-8821	\_	*[785]	SOFTWARE[785]
90-11	8821-8823	08	*[785]	SOFTWARE[785]
90-12	8823-8824	\_	*[785]	SOFTWARE[785]
90-13	8824-8826	28	*[785]	SOFTWARE[785]
90-14	8826-8827	.	*[785]	SOFTWARE[785]
90-15	8827-8833	tar.gz	*[785]	SOFTWARE[785]
90-16	8834-8836	as	*[785]	SOFTWARE[785]
90-17	8837-8839	an	*[785]	SOFTWARE[785]
90-18	8840-8854	initialization	*[785]	SOFTWARE[785]
90-19	8855-8857	of	*[785]	SOFTWARE[785]
90-20	8858-8861	the	*[785]	SOFTWARE[785]
90-21	8862-8866	face	*[785]	SOFTWARE[785]
90-22	8867-8881	reconstruction	*[785]	SOFTWARE[785]
90-23	8882-8889	network	*[785]	SOFTWARE[785]
90-24	8889-8890	.	*[785]	SOFTWARE[785]
90-25	8891-8892	-	*[785]	SOFTWARE[785]
90-26	8893-8894	\[	*[785]	SOFTWARE[785]
90-27	8894-8896	68	*[785]	SOFTWARE[785]
90-28	8896-8897	-	*[785]	SOFTWARE[785]
90-29	8897-8912	facial-landmark	*[785]	SOFTWARE[785]
90-30	8913-8921	detector	*[785]	SOFTWARE[785]
90-31	8921-8922	\]	*[785]	SOFTWARE[785]
90-32	8922-8923	(	*[785]	SOFTWARE[785]
90-33	8923-8928	https	*[785]	SOFTWARE[785]
90-34	8928-8929	:	*[785]	SOFTWARE[785]
90-35	8929-8930	/	*[785]	SOFTWARE[785]
90-36	8930-8931	/	*[785]	SOFTWARE[785]
90-37	8931-8947	drive.google.com	*[785]	SOFTWARE[785]
90-38	8947-8948	/	*[785]	SOFTWARE[785]
90-39	8948-8952	file	*[785]	SOFTWARE[785]
90-40	8952-8953	/	*[785]	SOFTWARE[785]
90-41	8953-8954	d	*[785]	SOFTWARE[785]
90-42	8954-8955	/	*[785]	SOFTWARE[785]
90-43	8955-8988	1KYFeTb963jg0F47sTiwqDdhBIvRlUkPa	*[785]	SOFTWARE[785]
90-44	8988-8989	/	*[785]	SOFTWARE[785]
90-45	8989-8993	view	*[785]	SOFTWARE[785]
90-46	8993-8994	?	*[785]	SOFTWARE[785]

#Text=usp=sharing).
91-1	8994-8997	usp	*[785]	SOFTWARE[785]
91-2	8997-8998	=	*[785]	SOFTWARE[785]
91-3	8998-9005	sharing	*[785]	SOFTWARE[785]
91-4	9005-9006	)	*[785]	SOFTWARE[785]
91-5	9006-9007	.	*[785]	SOFTWARE[785]

#Text=We use 68 facial landmarks for loss calculation during training.
92-1	9008-9010	We	*[785]	SOFTWARE[785]
92-2	9011-9014	use	*[785]	SOFTWARE[785]
92-3	9015-9017	68	*[785]	SOFTWARE[785]
92-4	9018-9024	facial	*[785]	SOFTWARE[785]
92-5	9025-9034	landmarks	*[785]	SOFTWARE[785]
92-6	9035-9038	for	*[785]	SOFTWARE[785]
92-7	9039-9043	loss	*[785]	SOFTWARE[785]
92-8	9044-9055	calculation	*[785]	SOFTWARE[785]
92-9	9056-9062	during	*[785]	SOFTWARE[785]
92-10	9063-9071	training	*[785]	SOFTWARE[785]
92-11	9071-9072	.	*[785]	SOFTWARE[785]

#Text=To make the training process reproducible, we provide a lightweight detector that produce comparable results to \[the method of Bulat et al.\]
93-1	9073-9075	To	*[785]	SOFTWARE[785]
93-2	9076-9080	make	*[785]	SOFTWARE[785]
93-3	9081-9084	the	*[785]	SOFTWARE[785]
93-4	9085-9093	training	*[785]	SOFTWARE[785]
93-5	9094-9101	process	*[785]	SOFTWARE[785]
93-6	9102-9114	reproducible	*[785]	SOFTWARE[785]
93-7	9114-9115	,	*[785]	SOFTWARE[785]
93-8	9116-9118	we	*[785]	SOFTWARE[785]
93-9	9119-9126	provide	*[785]	SOFTWARE[785]
93-10	9127-9128	a	*[785]	SOFTWARE[785]
93-11	9129-9140	lightweight	*[785]	SOFTWARE[785]
93-12	9141-9149	detector	*[785]	SOFTWARE[785]
93-13	9150-9154	that	*[785]	SOFTWARE[785]
93-14	9155-9162	produce	*[785]	SOFTWARE[785]
93-15	9163-9173	comparable	*[785]	SOFTWARE[785]
93-16	9174-9181	results	*[785]	SOFTWARE[785]
93-17	9182-9184	to	*[785]	SOFTWARE[785]
93-18	9185-9186	\[	*[785]	SOFTWARE[785]
93-19	9186-9189	the	*[785]	SOFTWARE[785]
93-20	9190-9196	method	*[785]	SOFTWARE[785]
93-21	9197-9199	of	*[785]	SOFTWARE[785]
93-22	9200-9205	Bulat	*[785]	SOFTWARE[785]
93-23	9206-9208	et	*[785]	SOFTWARE[785]
93-24	9209-9211	al	*[785]	SOFTWARE[785]
93-25	9211-9212	.	*[785]	SOFTWARE[785]
93-26	9212-9213	\]	*[785]	SOFTWARE[785]

#Text=(https://github.com/1adrianb/2D-and-3D-face-alignment).
94-1	9213-9214	(	*[785]	SOFTWARE[785]
94-2	9214-9219	https	*[785]	SOFTWARE[785]
94-3	9219-9220	:	*[785]	SOFTWARE[785]
94-4	9220-9221	/	*[785]	SOFTWARE[785]
94-5	9221-9222	/	*[785]	SOFTWARE[785]
94-6	9222-9232	github.com	*[785]	SOFTWARE[785]
94-7	9232-9233	/	*[785]	SOFTWARE[785]
94-8	9233-9241	1adrianb	*[785]	SOFTWARE[785]
94-9	9241-9242	/	*[785]	SOFTWARE[785]
94-10	9242-9248	2D-and	*[785]	SOFTWARE[785]
94-11	9248-9249	-	*[785]	SOFTWARE[785]
94-12	9249-9266	3D-face-alignment	*[785]	SOFTWARE[785]
94-13	9266-9267	)	*[785]	SOFTWARE[785]
94-14	9267-9268	.	*[785]	SOFTWARE[785]

#Text=The detector is trained on \[300WLP\](http://www.cbsr.ia.ac.cn/users/xiangyuzhu/projects/3DDFA/main.htm), \[LFW\](http://vis-www.cs.umass.edu/lfw/), and \[LS3D-W\](https://www.adrianbulat.com/face-alignment).  ### Training preparation ###  1.
95-1	9269-9272	The	*[785]	SOFTWARE[785]
95-2	9273-9281	detector	*[785]	SOFTWARE[785]
95-3	9282-9284	is	*[785]	SOFTWARE[785]
95-4	9285-9292	trained	*[785]	SOFTWARE[785]
95-5	9293-9295	on	*[785]	SOFTWARE[785]
95-6	9296-9297	\[	*[785]	SOFTWARE[785]
95-7	9297-9303	300WLP	*[785]	SOFTWARE[785]
95-8	9303-9304	\]	*[785]	SOFTWARE[785]
95-9	9304-9305	(	*[785]	SOFTWARE[785]
95-10	9305-9309	http	*[785]	SOFTWARE[785]
