#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=<h1 align="center">PFHedge: Deep Hedging in PyTorch</h1>  \[!
1-1	0-1	<	*[523]|*[788]	SOFTWARE[523]|SOFTWARE[788]
46-1	8069-8070	.	*[788]	SOFTWARE[788]

#Text=- \[`WhalleyWilmott`\](https://pfnet-research.github.io/pfhedge/generated/pfhedge.nn.WhalleyWilmott.html): \[Whalley-Wilmott\]\[whalley-wilmott\]'s asymptotically optimal strategy for small costs
47-1	8075-8076	-	*[788]	SOFTWARE[788]
47-2	8077-8078	\[	*[788]	SOFTWARE[788]
47-3	8078-8079	`	*[788]	SOFTWARE[788]
47-4	8079-8093	WhalleyWilmott	*[788]	SOFTWARE[788]
47-5	8093-8094	`	*[788]	SOFTWARE[788]
47-6	8094-8095	\]	*[788]	SOFTWARE[788]
47-7	8095-8096	(	*[788]	SOFTWARE[788]
47-8	8096-8101	https	*[788]	SOFTWARE[788]
47-9	8101-8102	:	*[788]	SOFTWARE[788]
47-10	8102-8103	/	*[788]	SOFTWARE[788]
47-11	8103-8104	/	*[788]	SOFTWARE[788]
47-12	8104-8128	pfnet-research.github.io	*[788]	SOFTWARE[788]
47-13	8128-8129	/	*[788]	SOFTWARE[788]
47-14	8129-8136	pfhedge	*[788]	SOFTWARE[788]
47-15	8136-8137	/	*[788]	SOFTWARE[788]
47-16	8137-8146	generated	*[788]	SOFTWARE[788]
47-17	8146-8147	/	*[788]	SOFTWARE[788]
47-18	8147-8177	pfhedge.nn.WhalleyWilmott.html	*[788]	SOFTWARE[788]
47-18	8147-8154	pfhedge	*[788]	SOFTWARE[788]
47-19	8177-8178	)	*[788]	SOFTWARE[788]
47-20	8178-8179	:	*[788]	SOFTWARE[788]
47-21	8180-8181	\[	*[788]	SOFTWARE[788]
47-22	8181-8196	Whalley-Wilmott	*[788]	SOFTWARE[788]
47-23	8196-8197	\]	*[788]	SOFTWARE[788]
47-24	8197-8198	\[	*[788]	SOFTWARE[788]
47-25	8198-8213	whalley-wilmott	*[788]	SOFTWARE[788]
47-26	8213-8214	\]	*[788]	SOFTWARE[788]
47-27	8214-8215	'	*[788]	SOFTWARE[788]
47-28	8215-8216	s	*[788]	SOFTWARE[788]
47-29	8217-8231	asymptotically	*[788]	SOFTWARE[788]
47-30	8232-8239	optimal	*[788]	SOFTWARE[788]
47-31	8240-8248	strategy	*[788]	SOFTWARE[788]
47-32	8249-8252	for	*[788]	SOFTWARE[788]
47-33	8253-8258	small	*[788]	SOFTWARE[788]
47-34	8259-8264	costs	*[788]	SOFTWARE[788]

#Text=.
48-1	8264-8265	.	*[788]	SOFTWARE[788]

#Text=- Any PyTorch \[`Module`\](https://pytorch.org/docs/stable/generated/torch.nn.Module.html) which you build. \* \*\*Criterion\*\*: A hedger wishes to minimize their \[risk measure\](https://en.wikipedia.org/wiki/Risk\_measure)
49-1	8270-8271	-	*[788]	SOFTWARE[788]
49-2	8272-8275	Any	*[788]	SOFTWARE[788]
49-3	8276-8283	PyTorch	*[788]	SOFTWARE[788]
49-4	8284-8285	\[	*[788]	SOFTWARE[788]
49-5	8285-8286	`	*[788]	SOFTWARE[788]
49-6	8286-8292	Module	*[788]	SOFTWARE[788]
49-7	8292-8293	`	*[788]	SOFTWARE[788]
49-8	8293-8294	\]	*[788]	SOFTWARE[788]
49-9	8294-8295	(	*[788]	SOFTWARE[788]
49-10	8295-8300	https	*[788]	SOFTWARE[788]
49-11	8300-8301	:	*[788]	SOFTWARE[788]
49-12	8301-8302	/	*[788]	SOFTWARE[788]
49-13	8302-8303	/	*[788]	SOFTWARE[788]
49-14	8303-8314	pytorch.org	*[788]	SOFTWARE[788]
49-15	8314-8315	/	*[788]	SOFTWARE[788]
49-16	8315-8319	docs	*[788]	SOFTWARE[788]
49-17	8319-8320	/	*[788]	SOFTWARE[788]
49-18	8320-8326	stable	*[788]	SOFTWARE[788]
49-19	8326-8327	/	*[788]	SOFTWARE[788]
49-20	8327-8336	generated	*[788]	SOFTWARE[788]
49-21	8336-8337	/	*[788]	SOFTWARE[788]
49-22	8337-8357	torch.nn.Module.html	*[788]	SOFTWARE[788]
49-23	8357-8358	)	*[788]	SOFTWARE[788]
49-24	8359-8364	which	*[788]	SOFTWARE[788]
49-25	8365-8368	you	*[788]	SOFTWARE[788]
49-26	8369-8374	build	*[788]	SOFTWARE[788]
49-27	8374-8375	.	*[788]	SOFTWARE[788]
49-28	8376-8377	\*	*[788]	SOFTWARE[788]
49-29	8378-8379	\*	*[788]	SOFTWARE[788]
49-30	8379-8380	\*	*[788]	SOFTWARE[788]
49-31	8380-8389	Criterion	*[788]	SOFTWARE[788]
49-32	8389-8390	\*	*[788]	SOFTWARE[788]
49-33	8390-8391	\*	*[788]	SOFTWARE[788]
49-34	8391-8392	:	*[788]	SOFTWARE[788]
49-35	8393-8394	A	*[788]	SOFTWARE[788]
49-36	8395-8401	hedger	*[788]	SOFTWARE[788]
49-37	8402-8408	wishes	*[788]	SOFTWARE[788]
49-38	8409-8411	to	*[788]	SOFTWARE[788]
49-39	8412-8420	minimize	*[788]	SOFTWARE[788]
49-40	8421-8426	their	*[788]	SOFTWARE[788]
49-41	8427-8428	\[	*[788]	SOFTWARE[788]
49-42	8428-8432	risk	*[788]	SOFTWARE[788]
49-43	8433-8440	measure	*[788]	SOFTWARE[788]
49-44	8440-8441	\]	*[788]	SOFTWARE[788]
49-45	8441-8442	(	*[788]	SOFTWARE[788]
49-46	8442-8447	https	*[788]	SOFTWARE[788]
49-47	8447-8448	:	*[788]	SOFTWARE[788]
49-48	8448-8449	/	*[788]	SOFTWARE[788]
49-49	8449-8450	/	*[788]	SOFTWARE[788]
49-50	8450-8466	en.wikipedia.org	*[788]	SOFTWARE[788]
49-51	8466-8467	/	*[788]	SOFTWARE[788]
49-52	8467-8471	wiki	*[788]	SOFTWARE[788]
49-53	8471-8472	/	*[788]	SOFTWARE[788]
49-54	8472-8484	Risk\_measure	*[788]	SOFTWARE[788]
49-55	8484-8485	)	*[788]	SOFTWARE[788]

#Text=.
50-1	8485-8486	.	*[788]	SOFTWARE[788]

#Text=- \[`EntropicRiskMeasure`\](https://pfnet-research.github.io/pfhedge/generated/pfhedge.nn.EntropicRiskMeasure.html): \[Entropic Risk Measure\](https://en.wikipedia.org/wiki/Entropic\_risk\_measure), a risk measure derived from \[exponential utility\](https://en.wikipedia.org/wiki/Exponential\_utility)
51-1	8491-8492	-	*[788]	SOFTWARE[788]
51-2	8493-8494	\[	*[788]	SOFTWARE[788]
51-3	8494-8495	`	*[788]	SOFTWARE[788]
51-4	8495-8514	EntropicRiskMeasure	*[788]	SOFTWARE[788]
51-5	8514-8515	`	*[788]	SOFTWARE[788]
51-6	8515-8516	\]	*[788]	SOFTWARE[788]
51-7	8516-8517	(	*[788]	SOFTWARE[788]
51-8	8517-8522	https	*[788]	SOFTWARE[788]
51-9	8522-8523	:	*[788]	SOFTWARE[788]
51-10	8523-8524	/	*[788]	SOFTWARE[788]
51-11	8524-8525	/	*[788]	SOFTWARE[788]
51-12	8525-8549	pfnet-research.github.io	*[788]	SOFTWARE[788]
51-13	8549-8550	/	*[788]	SOFTWARE[788]
51-14	8550-8557	pfhedge	*[788]	SOFTWARE[788]
51-15	8557-8558	/	*[788]	SOFTWARE[788]
51-16	8558-8567	generated	*[788]	SOFTWARE[788]
51-17	8567-8568	/	*[788]	SOFTWARE[788]
51-18	8568-8603	pfhedge.nn.EntropicRiskMeasure.html	*[788]	SOFTWARE[788]
51-18	8568-8575	pfhedge	*[788]	SOFTWARE[788]
51-19	8603-8604	)	*[788]	SOFTWARE[788]
51-20	8604-8605	:	*[788]	SOFTWARE[788]
51-21	8606-8607	\[	*[788]	SOFTWARE[788]
51-22	8607-8615	Entropic	*[788]	SOFTWARE[788]
51-23	8616-8620	Risk	*[788]	SOFTWARE[788]
51-24	8621-8628	Measure	*[788]	SOFTWARE[788]
51-25	8628-8629	\]	*[788]	SOFTWARE[788]
51-26	8629-8630	(	*[788]	SOFTWARE[788]
51-27	8630-8635	https	*[788]	SOFTWARE[788]
51-28	8635-8636	:	*[788]	SOFTWARE[788]
51-29	8636-8637	/	*[788]	SOFTWARE[788]
51-30	8637-8638	/	*[788]	SOFTWARE[788]
51-31	8638-8654	en.wikipedia.org	*[788]	SOFTWARE[788]
51-32	8654-8655	/	*[788]	SOFTWARE[788]
51-33	8655-8659	wiki	*[788]	SOFTWARE[788]
51-34	8659-8660	/	*[788]	SOFTWARE[788]
51-35	8660-8681	Entropic\_risk\_measure	*[788]	SOFTWARE[788]
51-36	8681-8682	)	*[788]	SOFTWARE[788]
51-37	8682-8683	,	*[788]	SOFTWARE[788]
51-38	8684-8685	a	*[788]	SOFTWARE[788]
51-39	8686-8690	risk	*[788]	SOFTWARE[788]
51-40	8691-8698	measure	*[788]	SOFTWARE[788]
51-41	8699-8706	derived	*[788]	SOFTWARE[788]
51-42	8707-8711	from	*[788]	SOFTWARE[788]
51-43	8712-8713	\[	*[788]	SOFTWARE[788]
51-44	8713-8724	exponential	*[788]	SOFTWARE[788]
51-45	8725-8732	utility	*[788]	SOFTWARE[788]
51-46	8732-8733	\]	*[788]	SOFTWARE[788]
51-47	8733-8734	(	*[788]	SOFTWARE[788]
51-48	8734-8739	https	*[788]	SOFTWARE[788]
51-49	8739-8740	:	*[788]	SOFTWARE[788]
51-50	8740-8741	/	*[788]	SOFTWARE[788]
51-51	8741-8742	/	*[788]	SOFTWARE[788]
51-52	8742-8758	en.wikipedia.org	*[788]	SOFTWARE[788]
51-53	8758-8759	/	*[788]	SOFTWARE[788]
51-54	8759-8763	wiki	*[788]	SOFTWARE[788]
51-55	8763-8764	/	*[788]	SOFTWARE[788]
51-56	8764-8783	Exponential\_utility	*[788]	SOFTWARE[788]
51-57	8783-8784	)	*[788]	SOFTWARE[788]

#Text=.
52-1	8784-8785	.	*[788]	SOFTWARE[788]

#Text=- \[`ExpectedShortFall`\](https://pfnet-research.github.io/pfhedge/generated/pfhedge.nn.ExpectedShortfall.html): \[Expected Shortfall\](https://en.wikipedia.org/wiki/Expected\_shortfall) or CVaR, a common measure to assess portfolio risk.
53-1	8790-8791	-	*[788]	SOFTWARE[788]
53-2	8792-8793	\[	*[788]	SOFTWARE[788]
53-3	8793-8794	`	*[788]	SOFTWARE[788]
53-4	8794-8811	ExpectedShortFall	*[788]	SOFTWARE[788]
53-5	8811-8812	`	*[788]	SOFTWARE[788]
53-6	8812-8813	\]	*[788]	SOFTWARE[788]
53-7	8813-8814	(	*[788]	SOFTWARE[788]
53-8	8814-8819	https	*[788]	SOFTWARE[788]
53-9	8819-8820	:	*[788]	SOFTWARE[788]
53-10	8820-8821	/	*[788]	SOFTWARE[788]
53-11	8821-8822	/	*[788]	SOFTWARE[788]
53-12	8822-8846	pfnet-research.github.io	*[788]	SOFTWARE[788]
53-13	8846-8847	/	*[788]	SOFTWARE[788]
53-14	8847-8854	pfhedge	*[788]	SOFTWARE[788]
53-15	8854-8855	/	*[788]	SOFTWARE[788]
53-16	8855-8864	generated	*[788]	SOFTWARE[788]
53-17	8864-8865	/	*[788]	SOFTWARE[788]
53-18	8865-8898	pfhedge.nn.ExpectedShortfall.html	*[788]	SOFTWARE[788]
53-18	8865-8872	pfhedge	*[788]	SOFTWARE[788]
53-19	8898-8899	)	*[788]	SOFTWARE[788]
53-20	8899-8900	:	*[788]	SOFTWARE[788]
53-21	8901-8902	\[	*[788]	SOFTWARE[788]
53-22	8902-8910	Expected	*[788]	SOFTWARE[788]
53-23	8911-8920	Shortfall	*[788]	SOFTWARE[788]
53-24	8920-8921	\]	*[788]	SOFTWARE[788]
53-25	8921-8922	(	*[788]	SOFTWARE[788]
53-26	8922-8927	https	*[788]	SOFTWARE[788]
53-27	8927-8928	:	*[788]	SOFTWARE[788]
53-28	8928-8929	/	*[788]	SOFTWARE[788]
53-29	8929-8930	/	*[788]	SOFTWARE[788]
53-30	8930-8946	en.wikipedia.org	*[788]	SOFTWARE[788]
53-31	8946-8947	/	*[788]	SOFTWARE[788]
53-32	8947-8951	wiki	*[788]	SOFTWARE[788]
53-33	8951-8952	/	*[788]	SOFTWARE[788]
53-34	8952-8970	Expected\_shortfall	*[788]	SOFTWARE[788]
53-35	8970-8971	)	*[788]	SOFTWARE[788]
53-36	8972-8974	or	*[788]	SOFTWARE[788]
53-37	8975-8979	CVaR	*[788]	SOFTWARE[788]
53-38	8979-8980	,	*[788]	SOFTWARE[788]
53-39	8981-8982	a	*[788]	SOFTWARE[788]
53-40	8983-8989	common	*[788]	SOFTWARE[788]
53-41	8990-8997	measure	*[788]	SOFTWARE[788]
53-42	8998-9000	to	*[788]	SOFTWARE[788]
53-43	9001-9007	assess	*[788]	SOFTWARE[788]
53-44	9008-9017	portfolio	*[788]	SOFTWARE[788]
53-45	9018-9022	risk	*[788]	SOFTWARE[788]
53-46	9022-9023	.	*[788]	SOFTWARE[788]

#Text=We here use a multi-layer perceptron as our model.
54-1	9025-9027	We	*[788]	SOFTWARE[788]
54-2	9028-9032	here	*[788]	SOFTWARE[788]
54-3	9033-9036	use	*[788]	SOFTWARE[788]
54-4	9037-9038	a	*[788]	SOFTWARE[788]
54-5	9039-9050	multi-layer	*[788]	SOFTWARE[788]
54-6	9051-9061	perceptron	*[788]	SOFTWARE[788]
54-7	9062-9064	as	*[788]	SOFTWARE[788]
54-8	9065-9068	our	*[788]	SOFTWARE[788]
54-9	9069-9074	model	*[788]	SOFTWARE[788]
54-10	9074-9075	.	*[788]	SOFTWARE[788]

#Text=```py from pfhedge.nn import Hedger from pfhedge.nn import MultiLayerPerceptron  model = MultiLayerPerceptron() hedger = Hedger(model, inputs=\["log\_moneyness", "expiry\_time", "volatility", "prev\_hedge"\]) ```  The `hedger` is also a \[`Module`\](https://pytorch.org/docs/stable/generated/torch.nn.Module.html).
55-1	9077-9078	`	*[788]	SOFTWARE[788]
55-2	9078-9079	`	*[788]	SOFTWARE[788]
55-3	9079-9080	`	*[788]	SOFTWARE[788]
55-4	9080-9082	py	*[788]	SOFTWARE[788]
55-5	9083-9087	from	*[788]	SOFTWARE[788]
55-6	9088-9098	pfhedge.nn	*[788]	SOFTWARE[788]
55-6	9088-9095	pfhedge	*[788]	SOFTWARE[788]
55-7	9099-9105	import	*[788]	SOFTWARE[788]
55-8	9106-9112	Hedger	*[788]	SOFTWARE[788]
55-9	9113-9117	from	*[788]	SOFTWARE[788]
55-10	9118-9128	pfhedge.nn	*[788]	SOFTWARE[788]
55-10	9118-9125	pfhedge	*[788]	SOFTWARE[788]
55-11	9129-9135	import	*[788]	SOFTWARE[788]
55-12	9136-9156	MultiLayerPerceptron	*[788]	SOFTWARE[788]
55-13	9158-9163	model	*[788]	SOFTWARE[788]
55-14	9164-9165	=	*[788]	SOFTWARE[788]
55-15	9166-9186	MultiLayerPerceptron	*[788]	SOFTWARE[788]
55-16	9186-9187	(	*[788]	SOFTWARE[788]
55-17	9187-9188	)	*[788]	SOFTWARE[788]
55-18	9189-9195	hedger	*[788]	SOFTWARE[788]
55-19	9196-9197	=	*[788]	SOFTWARE[788]
55-20	9198-9204	Hedger	*[788]	SOFTWARE[788]
55-21	9204-9205	(	*[788]	SOFTWARE[788]
55-22	9205-9210	model	*[788]	SOFTWARE[788]
55-23	9210-9211	,	*[788]	SOFTWARE[788]
55-24	9212-9218	inputs	*[788]	SOFTWARE[788]
55-25	9218-9219	=	*[788]	SOFTWARE[788]
55-26	9219-9220	\[	*[788]	SOFTWARE[788]
55-27	9220-9221	"	*[788]	SOFTWARE[788]
55-28	9221-9234	log\_moneyness	*[788]	SOFTWARE[788]
55-29	9234-9235	"	*[788]	SOFTWARE[788]
55-30	9235-9236	,	*[788]	SOFTWARE[788]
55-31	9237-9238	"	*[788]	SOFTWARE[788]
55-32	9238-9249	expiry\_time	*[788]	SOFTWARE[788]
55-33	9249-9250	"	*[788]	SOFTWARE[788]
55-34	9250-9251	,	*[788]	SOFTWARE[788]
55-35	9252-9253	"	*[788]	SOFTWARE[788]
55-36	9253-9263	volatility	*[788]	SOFTWARE[788]
55-37	9263-9264	"	*[788]	SOFTWARE[788]
55-38	9264-9265	,	*[788]	SOFTWARE[788]
55-39	9266-9267	"	*[788]	SOFTWARE[788]
55-40	9267-9277	prev\_hedge	*[788]	SOFTWARE[788]
55-41	9277-9278	"	*[788]	SOFTWARE[788]
55-42	9278-9279	\]	*[788]	SOFTWARE[788]
55-43	9279-9280	)	*[788]	SOFTWARE[788]
55-44	9281-9282	`	*[788]	SOFTWARE[788]
55-45	9282-9283	`	*[788]	SOFTWARE[788]
55-46	9283-9284	`	*[788]	SOFTWARE[788]
55-47	9286-9289	The	*[788]	SOFTWARE[788]
55-48	9290-9291	`	*[788]	SOFTWARE[788]
55-49	9291-9297	hedger	*[788]	SOFTWARE[788]
55-50	9297-9298	`	*[788]	SOFTWARE[788]
55-51	9299-9301	is	*[788]	SOFTWARE[788]
55-52	9302-9306	also	*[788]	SOFTWARE[788]
55-53	9307-9308	a	*[788]	SOFTWARE[788]
55-54	9309-9310	\[	*[788]	SOFTWARE[788]
55-55	9310-9311	`	*[788]	SOFTWARE[788]
55-56	9311-9317	Module	*[788]	SOFTWARE[788]
55-57	9317-9318	`	*[788]	SOFTWARE[788]
55-58	9318-9319	\]	*[788]	SOFTWARE[788]
55-59	9319-9320	(	*[788]	SOFTWARE[788]
55-60	9320-9325	https	*[788]	SOFTWARE[788]
55-61	9325-9326	:	*[788]	SOFTWARE[788]
55-62	9326-9327	/	*[788]	SOFTWARE[788]
55-63	9327-9328	/	*[788]	SOFTWARE[788]
55-64	9328-9339	pytorch.org	*[788]	SOFTWARE[788]
55-65	9339-9340	/	*[788]	SOFTWARE[788]
55-66	9340-9344	docs	*[788]	SOFTWARE[788]
55-67	9344-9345	/	*[788]	SOFTWARE[788]
55-68	9345-9351	stable	*[788]	SOFTWARE[788]
55-69	9351-9352	/	*[788]	SOFTWARE[788]
55-70	9352-9361	generated	*[788]	SOFTWARE[788]
55-71	9361-9362	/	*[788]	SOFTWARE[788]
55-72	9362-9382	torch.nn.Module.html	*[788]	SOFTWARE[788]
55-73	9382-9383	)	*[788]	SOFTWARE[788]
55-74	9383-9384	.	*[788]	SOFTWARE[788]

#Text=```py hedger # Hedger( #   inputs=\['log\_moneyness', 'expiry\_time', 'volatility', 'prev\_hedge'\] #   (model): MultiLayerPerceptron( #     (0): LazyLinear(in\_features=0, out\_features=32, bias=True) #     (1): ReLU() #     (2): Linear(in\_features=32, out\_features=32, bias=True) #     (3): ReLU() #     (4): Linear(in\_features=32, out\_features=32, bias=True) #     (5): ReLU() #     (6): Linear(in\_features=32, out\_features=32, bias=True) #     (7): ReLU() #     (8): Linear(in\_features=32, out\_features=1, bias=True) #     (9): Identity() #   ) #   (criterion): EntropicRiskMeasure() # ) ```  ### Fit and Price  Now we train our `hedger` so that it minimizes the risk measure through hedging.
56-1	9386-9387	`	*[788]	SOFTWARE[788]
56-2	9387-9388	`	*[788]	SOFTWARE[788]
56-3	9388-9389	`	*[788]	SOFTWARE[788]
56-4	9389-9391	py	*[788]	SOFTWARE[788]
56-5	9392-9398	hedger	*[788]	SOFTWARE[788]
56-6	9399-9400	#	*[788]	SOFTWARE[788]
56-7	9401-9407	Hedger	*[788]	SOFTWARE[788]
56-8	9407-9408	(	*[788]	SOFTWARE[788]
56-9	9409-9410	#	*[788]	SOFTWARE[788]
56-10	9413-9419	inputs	*[788]	SOFTWARE[788]
56-11	9419-9420	=	*[788]	SOFTWARE[788]
56-12	9420-9421	\[	*[788]	SOFTWARE[788]
56-13	9421-9422	'	*[788]	SOFTWARE[788]
56-14	9422-9435	log\_moneyness	*[788]	SOFTWARE[788]
56-15	9435-9436	'	*[788]	SOFTWARE[788]
56-16	9436-9437	,	*[788]	SOFTWARE[788]
56-17	9438-9439	'	*[788]	SOFTWARE[788]
56-18	9439-9450	expiry\_time	*[788]	SOFTWARE[788]
56-19	9450-9451	'	*[788]	SOFTWARE[788]
56-20	9451-9452	,	*[788]	SOFTWARE[788]
56-21	9453-9454	'	*[788]	SOFTWARE[788]
56-22	9454-9464	volatility	*[788]	SOFTWARE[788]
56-23	9464-9465	'	*[788]	SOFTWARE[788]
56-24	9465-9466	,	*[788]	SOFTWARE[788]
56-25	9467-9468	'	*[788]	SOFTWARE[788]
56-26	9468-9478	prev\_hedge	*[788]	SOFTWARE[788]
56-27	9478-9479	'	*[788]	SOFTWARE[788]
56-28	9479-9480	\]	*[788]	SOFTWARE[788]
56-29	9481-9482	#	*[788]	SOFTWARE[788]
56-30	9485-9486	(	*[788]	SOFTWARE[788]
56-31	9486-9491	model	*[788]	SOFTWARE[788]
56-32	9491-9492	)	*[788]	SOFTWARE[788]
56-33	9492-9493	:	*[788]	SOFTWARE[788]
56-34	9494-9514	MultiLayerPerceptron	*[788]	SOFTWARE[788]
56-35	9514-9515	(	*[788]	SOFTWARE[788]
56-36	9516-9517	#	*[788]	SOFTWARE[788]
56-37	9522-9523	(	*[788]	SOFTWARE[788]
56-38	9523-9524	0	*[788]	SOFTWARE[788]
56-39	9524-9525	)	*[788]	SOFTWARE[788]
56-40	9525-9526	:	*[788]	SOFTWARE[788]
56-41	9527-9537	LazyLinear	*[788]	SOFTWARE[788]
56-42	9537-9538	(	*[788]	SOFTWARE[788]
56-43	9538-9549	in\_features	*[788]	SOFTWARE[788]
56-44	9549-9550	=	*[788]	SOFTWARE[788]
56-45	9550-9551	0	*[788]	SOFTWARE[788]
56-46	9551-9552	,	*[788]	SOFTWARE[788]
56-47	9553-9565	out\_features	*[788]	SOFTWARE[788]
56-48	9565-9566	=	*[788]	SOFTWARE[788]
56-49	9566-9568	32	*[788]	SOFTWARE[788]
56-50	9568-9569	,	*[788]	SOFTWARE[788]
56-51	9570-9574	bias	*[788]	SOFTWARE[788]
56-52	9574-9575	=	*[788]	SOFTWARE[788]
56-53	9575-9579	True	*[788]	SOFTWARE[788]
56-54	9579-9580	)	*[788]	SOFTWARE[788]
56-55	9581-9582	#	*[788]	SOFTWARE[788]
56-56	9587-9588	(	*[788]	SOFTWARE[788]
56-57	9588-9589	1	*[788]	SOFTWARE[788]
56-58	9589-9590	)	*[788]	SOFTWARE[788]
56-59	9590-9591	:	*[788]	SOFTWARE[788]
56-60	9592-9596	ReLU	*[788]	SOFTWARE[788]
56-61	9596-9597	(	*[788]	SOFTWARE[788]
56-62	9597-9598	)	*[788]	SOFTWARE[788]
56-63	9599-9600	#	*[788]	SOFTWARE[788]
56-64	9605-9606	(	*[788]	SOFTWARE[788]
56-65	9606-9607	2	*[788]	SOFTWARE[788]
56-66	9607-9608	)	*[788]	SOFTWARE[788]
56-67	9608-9609	:	*[788]	SOFTWARE[788]
56-68	9610-9616	Linear	*[788]	SOFTWARE[788]
56-69	9616-9617	(	*[788]	SOFTWARE[788]
56-70	9617-9628	in\_features	*[788]	SOFTWARE[788]
56-71	9628-9629	=	*[788]	SOFTWARE[788]
56-72	9629-9631	32	*[788]	SOFTWARE[788]
56-73	9631-9632	,	*[788]	SOFTWARE[788]
56-74	9633-9645	out\_features	*[788]	SOFTWARE[788]
56-75	9645-9646	=	*[788]	SOFTWARE[788]
56-76	9646-9648	32	*[788]	SOFTWARE[788]
56-77	9648-9649	,	*[788]	SOFTWARE[788]
56-78	9650-9654	bias	*[788]	SOFTWARE[788]
56-79	9654-9655	=	*[788]	SOFTWARE[788]
56-80	9655-9659	True	*[788]	SOFTWARE[788]
56-81	9659-9660	)	*[788]	SOFTWARE[788]
56-82	9661-9662	#	*[788]	SOFTWARE[788]
56-83	9667-9668	(	*[788]	SOFTWARE[788]
56-84	9668-9669	3	*[788]	SOFTWARE[788]
56-85	9669-9670	)	*[788]	SOFTWARE[788]
56-86	9670-9671	:	*[788]	SOFTWARE[788]
56-87	9672-9676	ReLU	*[788]	SOFTWARE[788]
56-88	9676-9677	(	*[788]	SOFTWARE[788]
56-89	9677-9678	)	*[788]	SOFTWARE[788]
56-90	9679-9680	#	*[788]	SOFTWARE[788]
56-91	9685-9686	(	*[788]	SOFTWARE[788]
56-92	9686-9687	4	*[788]	SOFTWARE[788]
56-93	9687-9688	)	*[788]	SOFTWARE[788]
56-94	9688-9689	:	*[788]	SOFTWARE[788]
56-95	9690-9696	Linear	*[788]	SOFTWARE[788]
56-96	9696-9697	(	*[788]	SOFTWARE[788]
56-97	9697-9708	in\_features	*[788]	SOFTWARE[788]
56-98	9708-9709	=	*[788]	SOFTWARE[788]
56-99	9709-9711	32	*[788]	SOFTWARE[788]
56-100	9711-9712	,	*[788]	SOFTWARE[788]
56-101	9713-9725	out\_features	*[788]	SOFTWARE[788]
56-102	9725-9726	=	*[788]	SOFTWARE[788]
56-103	9726-9728	32	*[788]	SOFTWARE[788]
56-104	9728-9729	,	*[788]	SOFTWARE[788]
56-105	9730-9734	bias	*[788]	SOFTWARE[788]
56-106	9734-9735	=	*[788]	SOFTWARE[788]
56-107	9735-9739	True	*[788]	SOFTWARE[788]
56-108	9739-9740	)	*[788]	SOFTWARE[788]
56-109	9741-9742	#	*[788]	SOFTWARE[788]
56-110	9747-9748	(	*[788]	SOFTWARE[788]
56-111	9748-9749	5	*[788]	SOFTWARE[788]
56-112	9749-9750	)	*[788]	SOFTWARE[788]
56-113	9750-9751	:	*[788]	SOFTWARE[788]
56-114	9752-9756	ReLU	*[788]	SOFTWARE[788]
56-115	9756-9757	(	*[788]	SOFTWARE[788]
56-116	9757-9758	)	*[788]	SOFTWARE[788]
56-117	9759-9760	#	*[788]	SOFTWARE[788]
56-118	9765-9766	(	*[788]	SOFTWARE[788]
56-119	9766-9767	6	*[788]	SOFTWARE[788]
56-120	9767-9768	)	*[788]	SOFTWARE[788]
56-121	9768-9769	:	*[788]	SOFTWARE[788]
56-122	9770-9776	Linear	*[788]	SOFTWARE[788]
56-123	9776-9777	(	*[788]	SOFTWARE[788]
56-124	9777-9788	in\_features	*[788]	SOFTWARE[788]
56-125	9788-9789	=	*[788]	SOFTWARE[788]
56-126	9789-9791	32	*[788]	SOFTWARE[788]
56-127	9791-9792	,	*[788]	SOFTWARE[788]
56-128	9793-9805	out\_features	*[788]	SOFTWARE[788]
56-129	9805-9806	=	*[788]	SOFTWARE[788]
56-130	9806-9808	32	*[788]	SOFTWARE[788]
56-131	9808-9809	,	*[788]	SOFTWARE[788]
56-132	9810-9814	bias	*[788]	SOFTWARE[788]
56-133	9814-9815	=	*[788]	SOFTWARE[788]
56-134	9815-9819	True	*[788]	SOFTWARE[788]
56-135	9819-9820	)	*[788]	SOFTWARE[788]
56-136	9821-9822	#	*[788]	SOFTWARE[788]
56-137	9827-9828	(	*[788]	SOFTWARE[788]
56-138	9828-9829	7	*[788]	SOFTWARE[788]
56-139	9829-9830	)	*[788]	SOFTWARE[788]
56-140	9830-9831	:	*[788]	SOFTWARE[788]
56-141	9832-9836	ReLU	*[788]	SOFTWARE[788]
56-142	9836-9837	(	*[788]	SOFTWARE[788]
56-143	9837-9838	)	*[788]	SOFTWARE[788]
56-144	9839-9840	#	*[788]	SOFTWARE[788]
56-145	9845-9846	(	*[788]	SOFTWARE[788]
56-146	9846-9847	8	*[788]	SOFTWARE[788]
56-147	9847-9848	)	*[788]	SOFTWARE[788]
56-148	9848-9849	:	*[788]	SOFTWARE[788]
56-149	9850-9856	Linear	*[788]	SOFTWARE[788]
56-150	9856-9857	(	*[788]	SOFTWARE[788]
56-151	9857-9868	in\_features	*[788]	SOFTWARE[788]
56-152	9868-9869	=	*[788]	SOFTWARE[788]
56-153	9869-9871	32	*[788]	SOFTWARE[788]
56-154	9871-9872	,	*[788]	SOFTWARE[788]
