#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text= 
0-0	0-1	 	*[507]|*[523]|*[534]	DATASET[507]|ONTOLOGY[507]|WORKSHOP[507]|PROJECT[507]|LICENSE[507]|PUBLICATION[507]|EVALMETRIC[507]|PROGLANG[507]|SOFTWARE[523]|CONFERENCE[534]
10-108	1850-1851	"	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-109	1851-1861	train.cora	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-109	1857-1861	cora	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-110	1861-1862	"	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-111	1862-1863	:	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-112	1864-1868	each	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-113	1869-1873	line	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-114	1874-1884	represents	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-115	1885-1888	the	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-116	1889-1893	node	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-117	1894-1896	ID	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-118	1897-1899	in	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-119	1900-1908	training	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-120	1909-1912	set	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-121	1913-1917	with	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-122	1918-1921	the	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-123	1922-1931	following	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-124	1932-1938	format	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-125	1938-1939	:	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-126	1945-1946	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-127	1946-1947	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-128	1947-1948	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-129	1953-1954	0	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-130	1959-1960	2	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-131	1965-1966	.	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-132	1966-1967	.	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-133	1967-1968	.	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-134	1973-1974	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-135	1974-1975	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-136	1975-1976	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-137	1980-1981	-	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-138	1982-1983	"	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-139	1983-1992	test.cora	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-139	1988-1992	cora	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-140	1992-1993	"	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-141	1993-1994	:	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-142	1995-1999	each	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-143	2000-2004	line	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-144	2005-2015	represents	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-145	2016-2019	the	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-146	2020-2024	node	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-147	2025-2027	ID	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-148	2028-2030	in	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-149	2031-2035	test	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-150	2036-2039	set	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-151	2040-2044	with	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-152	2045-2048	the	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-153	2049-2058	following	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-154	2059-2065	format	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-155	2065-2066	:	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-156	2072-2073	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-157	2073-2074	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-158	2074-2075	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-159	2080-2084	2159	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-160	2089-2093	2160	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-161	2098-2099	.	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-162	2099-2100	.	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-163	2100-2101	.	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-164	2106-2107	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-165	2107-2108	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-166	2108-2109	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-167	2111-2112	#	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-168	2112-2113	#	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-169	2113-2114	#	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-170	2115-2116	\*	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-171	2116-2123	Example	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-172	2124-2129	Usage	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-173	2129-2130	\*	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-174	2132-2133	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-175	2133-2134	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-176	2134-2135	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-177	2136-2138	cd	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-178	2139-2145	ImGAGN	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-179	2146-2152	python	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-180	2153-2161	train.py	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-181	2162-2163	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-182	2163-2164	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-183	2164-2165	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-184	2167-2168	#	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-185	2168-2169	#	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-186	2170-2178	Citation	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-187	2180-2181	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-188	2181-2182	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-189	2182-2183	`	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-190	2184-2185	@	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-191	2185-2189	misc	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-192	2189-2190	{	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-193	2190-2212	qu2021imgagnimbalanced	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-194	2212-2213	,	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-195	2220-2225	title	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-196	2225-2226	=	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-197	2226-2227	{	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-198	2227-2233	ImGAGN	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-199	2233-2234	:	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-200	2234-2244	Imbalanced	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-201	2245-2252	Network	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-202	2253-2262	Embedding	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-203	2263-2266	via	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-204	2267-2277	Generative	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-205	2278-2289	Adversarial	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-206	2290-2295	Graph	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-207	2296-2304	Networks	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-208	2304-2305	}	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-209	2305-2306	,	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-210	2314-2320	author	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-211	2320-2321	=	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-212	2321-2322	{	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
10-213	2322-2327	Liang	*[517]|*[533]	CONFERENCE[517]|DATASET[517]|ONTOLOGY[517]|PUBLICATION[517]|WORKSHOP[517]|PROJECT[517]|LICENSE[517]|EVALMETRIC[517]|PROGLANG[517]|SOFTWARE[533]
